"","TGrepID","Question","mean_rating","sd","EntireSentence","PreceedingContext","FollowingContext"
"16","104409:18","all what we're going *-1 to have *-2 to do *t*-3",0.411935483870968,0.459618822901751,"i'm not sure all what we're going *-1 to have *-2 to do *t*-3, whether we have three separate containers,","###have you all got the individual containers yet?###speakerb8.###no,###i read in the paper this week where maybe,###i don't know if it w-, was,###i guess 0 maybe this week someone may start *-1 getting them if the truck that *t*-2 picks them up is outfitted *-3 in time.###speakera9.###um.###speakerb10.###but, it, it should be starting, i would stay probably in the next month if, if everything goes that,","###i really don't understand that part on what they've told you *-1 to separate everything *t*-2.###speakera11.###right.###yeah,###it seemed like, uh,### if, if i recall, it's been a long time.###they're way behind schedule on that particular part of it.###they were fine on the green, big green containers###speakerb12.###uh-huh."
"17","104736:4","what did you think *t*-1 about that idea?",0.256875,0.396883169207262,"what did you think *t*-1 about that idea?","###we think 0 that's the world's worst thing###so * let's give money to aids.###and yet we've had breast cancer problems for years.###speakerb4.###right.###speakera5.###and, it's just### one of those, uh, course, one of the shows 0 i saw *t*-1 was taking it from the angle that, since it doesn't effect men, it's not going *-2 to get funded *-3.###and, uh, * having thought about that for a while,###speakerb6.","###speakera7.###well, i, i kind of, i thought, well, that, that might be possible since there are a lot of men in control of that kind of thing.###but then i got, i got to *-2 thinking, 0 the, the number one killer of men seems *-1 to be the prostate###and there's only one test that *t*-1 just recently got developed *-2, uh, a blood in-, antigen, uh, antibody test for the antigen in the blood###and that's fairly recent.###and yet men have been dying from prostate cancer for years.###speakerb8.###they've not really given it attention either,###yeah.###speakera9."
"18","104836:81","what people are doing *t*-1 uh, before they go to work",0.486451612903226,0.445926364527424,"it's, uh, it *exp*-2's a scary thing * to know that, uh, you just don't know what people are doing *t*-1 uh, before they go to work.","###uh, i don't either.### i, uh, i've never,###i don't work,###at home right now.###i stay home with my children.###uh, but my husband works###and they do have that at his place of employment###and neither of us have a problem with it.###we've,###particularly, like you said with the things that the airlines and, and such.","###speakera3.###uh-huh.###speakerb4.###so, and the, the advertisements on television lately have been so, uh,###there have been so many. you know,###there's, uh###speakera5.###yeah.###speakerb6.###just about like train tr-, train wrecks and things like that, that"
"19","1049:139","how *-5 to behave *t*-6 such that there isn't *?*",0.2948,0.431857615424343,"i also thought about it, was of, uh, *-1 waiting *-2 to talk to you that, another thing that *t*-4 occurred to me is 0 there is not so much invasion of my privacy because i know how *-5 to behave *t*-6 such that there isn't *?*.","###speakera67.###yeah.###speakerb68.###so, maybe that is a, a little bit of what privacy is *t*-1.###speakera69.###yes.###exactly.###speakerb70.###speakera71.###uh-huh.","###but i realized 0 i have *-1 to behave in a certain way in order *-2 to not have people invade my privacy.###if i deviate from social norms of behavior, if i run up and down the street *-1 yelling or something, someone's going *-2 to invade my privacy very quickly.###speakerb72.###uh-huh.###speakera73.###and i realize that that, i mean, i can take that for granted###but i used *-1 to, i used *-2 to live in india###and things are quite different *ich*-1 there in terms of that.###there's less of a sense of privacy.###in fact, it *exp*-2's said *-1 that no indian language has a word for privacy,"
"20","104923:71","what their pilot's been doing *t*-2",0.438461538461538,0.434646452259234,"people are afraid *-1 to fly now. you know, just because of, they don't know what their pilot's been doing *t*-2 and, and things like that","###and i worked for a dentist###and that's, uh, you know,### you, you come in contact with a lot of, of blood and things like that###and it's real, real dangerous.###speakera27.###uh-huh.###speakerb28.### i, i would think,###but, with all the accidents, just with, with, uh, everything happening with, just###airlines just drive me crazy.","###speakera29.###right.###speakerb30.###and,###speakera31.###uh-huh.###speakerb32.###i don't know.###speakera33.###well, you, where you're located *-2 *t*-1, i, i do know 0 *t*-3 texas instruments has random drug testing."
"21","105074:43","how you can get injured *-1 *-1 doing much more than that *t*-2",0.316071428571429,0.411783287896044,"and i, i, i know how you can get injured *-1 *-1 doing much more than that *t*-2","### and, and i'll be if he didn't do it again.###this time a little earlier### and, and i had let * go before then and, before they took off this time and, and swatted him away.###so i moved over a, a few feet in the water and got out of his little realm where he was living *t*-1 underneath the dock and, uh, managed *-2 to get up.###* didn't go very far,###but i got up.###and it, it was a nice, uh, nice long skiing career,###but now i've gotten to where skiing is just kind of wears me out more than it does thrill me *t*-1.### i've, i've, uh, done about all 0 i dare *-1 do *t*-2 on skis.###you know, * skiing on one and jumping around here and there","###and i just can't risk it right now *-1 being a head of the family and the breadwinner and all that.###* just, uh, can't take the risk 0 i did *t*-1 as a dumb teenager, i guess 0 *t*-2.###so life just changes a little bit in that respect.###i'd kind of like, someday, *-1 to maybe end up on a pair of skis that, that *t*-2 doesn't have a, uh, well, what they call *t*-3 trick skis.###they'll allow you to ski backwards.###i haven't cr-, managed *-1 to get a hold on that, uh, craft yet,###but, uh,###speakerb12.###that sounds like a real challenge.###speakera13."
"22","105090:37","what * to do *t*-2",0.261379310344828,0.399085777907556,"you need somebody 0 *t*-1 to kind of tell you what * to do *t*-2,","###i haven't cr-, managed *-1 to get a hold on that, uh, craft yet,###but, uh,###speakerb12.###that sounds like a real challenge.###speakera13.###yeah,### it, it would be kind of nice.###i hadn't quite figured out,###i don't have anybody 0 *t*-1 to teach me either.###that's another little thing.","###but, just from what i've seen *t*-1, you just kind of work your way up to it and turn around real quick, you know. grab the rope behind you and then just let * go real quick and let it whip you around.###speakerb14.###uh-huh.###speakera15.###but, uh, i don't know,###maybe someday i'll, i'll get back to that as, after the kids are up and grown and the monies *ich*-2 are there 0 * to get away for times on end, weekend or something *t*-1.###speakerb16.###well, my son,###speakera1.###where is your favorite place 0 * to go *t*-2 *t*-1?"
"23","105343:14","and, uh, what else do i want *t*-1.",0.703333333333333,0.423598033656493,"and, uh, what else do i want *t*-1.","###but maybe something like a nissan sentra. or something like that, uh,###speakera3.###uh-huh.###speakerb4.###something 0 my husband,###speakera5.###and, of course, it has *-1 to have air-conditioning.###speakerb6.###oh, absolutely,###air-conditioning and a radio, uh, a m, f m and a cassette player","###speakera7.###does it have *-1 to be a special color?.###speakerb8.###uh, i would think 0 kind of a subdued color would be nice.###speakera9.###speakerb10.###you know, a, a navy blue or a,###speakera11.###it sounds like something 0 your husband would drive *t*-1, right?.###speakerb12."
"24","105853:26","so where are your, what are the places, you know, memorable places 0 you've eaten *t*-1 *t*-2?",0.56,0.415240893939891,"so where are your, what are the places, you know, memorable places 0 you've eaten *t*-1 *t*-2?","###could you go to, you know, nice places,###and,###speakera9.###oh, sure,###yeah,###and it's, it's really great.### i, i, i like different types of food.###speakerb10.###speakera11.###speakerb12.","###speakera13.###uh, oh you na-, okay you name it.###* let's see,###you've got one down in, uh, down near, uh, addison,###uh, there's two restaurants that i particularly like *t*-1 that i, every time 0 i get into texas *t*-2 or i get into atlanta, georgia *t*-2, i make * sure 0 i go *t*-3,###and that's houston's.###speakerb14.###oh, houston's,###uh-huh.###speakera15."
"25","106143:28","who *t*-1 needed me here",0.294642857142857,0.412898356632783,"and i've got little children *ich*-2 here who *t*-1 needed me here","###okay.###speakera29.###so she didn't have * to be transported *-1 back and forth.###so, she's been there since august the thirteenth and seems *-1 to have adjusted pretty well.###it's not her favorite place 0 * to be in *t*-1.###she'd much rather be here with me.###but when it got to the point 0 i was spending more time at the hospital with her *t*-2 *t*-1,###speakerb30.###yeah.###speakera31.","###speakerb32.###right,###so that,###speakera33.###she needed somebody to watch her twenty-four hours a day.###speakerb34.###right,###and that becomes difficult then.###speakera35.###so."
"26","10628:6","and what do you have *t*-1.",0.47,0.39550414588442,"and what do you have *t*-1.","###speakerb124.###oh no,### they're just, they're, they're just, uh, they're wonderful, uh.###speakera125.###what are your cats' names *t*-1.###speakerb126.###uh, we have, uh, bonzo, bear, poindexter, and felix.###speakera127.###oh, how sweet.###speakerb128.","###speakera129.###i have xanadu and precious, and rascal.###speakerb130.###oh.###speakera131.###precious and rascal are brother and sister###and they don't look a thing a like.###nothing.###precious is a medium hair yellow cat,###speakerb132."
"27","106458:28","what * to buy *t*-1",0.333846153846154,0.441335037567397,"as long as the hardware store told me what * to buy *t*-1, then i could do it.","###speakera81.###well, that's easy enough.###speakerb82.###so, there's a whole bunch of people.###speakera83.###um.###speakerb84.###so now i feel like if i ever buy a house, i can probably paint, if nothing else.###speakera85.###i think 0 i could probably do it uh,","###speakerb86.###yeah.###speakera87.###speakerb88.###but you know, i went in to a hardware store *-1 to get paint for those toys,###and the guy said, oh, * get this,###it's a nice shiny gloss, which *t*-1 was true,###speakera89.###speakerb90.###but i didn't realize what, you know, pain it *exp*-2 is *t*-1 * to clean the brushes and everything, if you don't have latex"
"28","106474:25","uh, what i-, what is your practice *t*-1 as far as budgeting?",0.2445,0.329840072890197,"uh, what i-, what is your practice *t*-1 as far as budgeting?","###and the guy said, oh, * get this,###it's a nice shiny gloss, which *t*-1 was true,###speakera89.###speakerb90.###but i didn't realize what, you know, pain it *exp*-2 is *t*-1 * to clean the brushes and everything, if you don't have latex###i don't if###it's worth the shine,###speakera91.###uh-huh.###speakera1.","###do you manage the money?###speakerb2.###well, i, we talk about it,###but i'm usually the one that *t*-1 sits down and puts the pencil to the paper and, and tries *-2 to somehow make the ends meet, which, uh,###speakera3.###oh, i see.###that's how kind of i am *t*-1, too.###are you married?###speakerb4.###um, yes."
"29","106672:59","what you did *t*-2 last month",0.273666666666667,0.404658079024181,"and that was the envelope system. where you go ahead and decide about how much based on what you did *t*-2 last month that you are going *-1 to spend *t*-4 *t*-5,","###speakerb8.###uh, but that depends, you know, on the individual if they can i guess have self-control.###speakera9.###well, that's a lot of it.###uh, i know 0 we tried several different ways.###one time we tried something that *t*-1 really worked###but we didn't keep it up.###i passed it on to a friend###and she won't quit *-1 doing it.###she loves it","###speakerb10.###uh-huh.###speakera11.###and you put the cash in envelopes marked * for that.###so you have one for entertainment and one for groceries et cetera.###and then for some reason * taking it out of that envelope and seeing it in cash instead of in check form, uh, causes you to realize how much *t*-1 is left *-2.###and she even writes down on the envelope as she subtracts and kind of debits on each envelope, what she's buying *t*-1.###speakerb12.###uh-huh.###speakera13."
"30","107243:9","oh, what kind do you have *t*-1?.",0.4005,0.393077935221369,"oh, what kind do you have *t*-1?.","###the question was on lawn and garden work.###um, how do you like it *t*-1?###speakerb2.###well, i don't do much of it here.###i'm from, uh, te-, from, uh, colorado originally###and there are no bugs there.###and i didn't mind *-1 getting in the dirt there,###but, boy, i'll tell you what,###once i see these bugs around here, i'm just kind of out of it.###speakera3.","###speakerb4.###oh, roaches and,###speakera5.###do they really?###speakerb6.###oh, yes.###cockroaches are awful here.###speakera7.###oh.###speakerb8."
"31","107462:37","how you go about *-1 really finding out what people are really like *t*-2 before you vote for them *t*-3",0.272,0.380120594899391,"uh, and, and i'm not sure how you go about *-1 really finding out what people are really like *t*-2 before you vote for them *t*-3.","###oh, that's all right.###speakerb16.###um, one thing that i-, that i think probably one of the reasons that people don't vote more *t*-1 is because they don't know the candidates.###and i think sometimes, you know,###that's one thing that i have learned *t*-1 in *-2 w-, working in elections and things is, you know, 0 sometimes even when you work for someone *t*-3 you don't really know what they're like *t*-4.###i know 0 there's been a couple of people that we voted for *t*-1 and worked for###and when they got in office *t*-1 it was just a disaster.###speakera17.###well,###speakerb18.","###speakera19.### i'm, i'm not sur-,###the only thing is 0 if they don't vote, they have no right * to complain.###speakerb20.###absolutely.###speakera21.###it is, um,###i don't know why we are so complacent *t*-1,###but i'm going *-1 to vote each time.###* right or wrong i'm going *-1 to cast a ballot"
"32","107462:64","what people are really like *t*-2 before you vote for them",0.360333333333333,0.424974509039464,"uh, and, and i'm not sure how you go about *-1 really finding out what people are really like *t*-2 before you vote for them *t*-3.","###oh, that's all right.###speakerb16.###um, one thing that i-, that i think probably one of the reasons that people don't vote more *t*-1 is because they don't know the candidates.###and i think sometimes, you know,###that's one thing that i have learned *t*-1 in *-2 w-, working in elections and things is, you know, 0 sometimes even when you work for someone *t*-3 you don't really know what they're like *t*-4.###i know 0 there's been a couple of people that we voted for *t*-1 and worked for###and when they got in office *t*-1 it was just a disaster.###speakera17.###well,###speakerb18.","###speakera19.### i'm, i'm not sur-,###the only thing is 0 if they don't vote, they have no right * to complain.###speakerb20.###absolutely.###speakera21.###it is, um,###i don't know why we are so complacent *t*-1,###but i'm going *-1 to vote each time.###* right or wrong i'm going *-1 to cast a ballot"
"33","107669:51","what they're going *-2 to do *t*-3",0.299,0.363245428573176,"and maybe when the other brothers and sisters retire or whatever *t*-1, i don't know what they're going *-2 to do *t*-3.","###speakera31.###oh, well, that's great.###speakerb32.###so that, that works out good.###speakera33.###that's a good idea.###we ought *-1 to,###speakerb34.###speakera35.###yeah,","###it's really not my family.###it's my fiancee's###so i don't, i can't say much.###speakerb36.###uh-huh.###speakera37.###but i always feel like i would never put my parents in either###and i wonder, i'm going *-1 to be the only sibling that *t*-2 isn't going *-3 to have children###so if my parents do need *-1 to live with someone, it will probably be with me because all my brothers and sisters will be having teenagers *ich*-3 around and everything 0 * to care for *t*-2. you know,###speakerb38."
"34","107918:7","well how do you dress for work *t*-1?",0.228333333333333,0.419358754178189,"well how do you dress for work *t*-1?","###why don't you start *t*-1###so you probably have a job 0 you need *-1 to get to *t*-2 pretty soon.###speakerb2.###i'm already on my job###speakera3.###oh, you are *?*,###speakerb4.###so, you, you reached me at my job.###speakera5.###oh, wonderful,","###speakerb6.### my, my dress for work, uh, most of the time is, uh, rather comfortable and casual uh, usually, uh, slacks and a soft colored shirt.###speakera7.###uh-huh.###speakerb8.###the, um, thing that, that *t*-1 distinguishes me a lot of the time when i have *-2 to dress real professionally for a meeting or something *t*-3 is 0 i wear a clerical collar and a suit and, uh, all of that sort of thing,###speakera9.###uh-huh.###speakerb10.###but when i don't need *-1 to dress up for a, a meeting or a service of some sort *t*-2, i don't."
"35","108123:4","what kind do you like *-1 to watch *t*-2?",0.288,0.334405993398821,"what kind do you like *-1 to watch *t*-2?","###speakera7.###uh-huh.###uh, i've never really watched that one.###you know, it's funny how you can just get in a mode where you only watch certain shows *t*-1 *t*-2###speakerb8.###that's ri-,###yeah.###speakera9.###and, uh, you know, there's, so there's only a few that i, that i like *-1 to watch *t*-2 routinely.###speakerb10.","###speakera11.###probably my favorite is, um, oh,###well, i like shows like growing pains###and, uh, what's the other one *t*-1 now,###they moved from tuesday night to wednesday night,###so i don't get *-1 to watch it very much.###speakerb12.###wonder years?###speakera13.###wonder years,"
"36","108484:17","what they're saying *t*-1",0.2948,0.381249262294368,"you can't understand what they're saying *t*-1 on some of those songs which *t*-2 probably is just as well on some of them, too.","###speakera53.###and,###speakerb54.###well, that's kind of the way 0 i feel *t*-1 about rock and roll sometimes, too, i guess 0 *t*-2.###they don't really,###* has kind of the same sound over and over,###and the other thing 0 i don't like *t*-1 about it is 0 they have a tendency * to play the instrumental so loud that you can't understand what the lyrics are *t*-2###speakera55.###um. right.###speakerb56.","###speakera57.###speakerb58.###speakera59.###yeah.###and i can't say that i like a lot of the modern, the very, very modern, uh, rock and roll,###speakerb60.###yeah.###speakera61.###but i, i definitely, i really enjoy the fifties *rnr*-2, the sixties *rnr*-2 and a lot, some of the seventies *rnr*-2 rock and roll###speakerb62."
"37","108522:6","so what do you use *t*-1 for cookbooks?",0.389411764705882,0.405870524124309,"so what do you use *t*-1 for cookbooks?","###speakerb6.###yes.###speakera7.###um, if it was formal i'd probably go with something like a chicken breast or lasagna or something.### i'm not i'm not into formal dinner parties,###but i'd probably go with lasagna, a green salad, and garlic bread.###speakerb8.###i see.###speakera9.###speakerb10.","###speakera11.###um, i have a pillsbury cookbook 0 i got *t*-2 when i was married *-1 *t*-3,###but, it's kind of the bible of cooking for me.###speakerb12.###uh-huh,###uh-huh.###speakera13.###then i have some from like church that *t*-1 are more family recipes that *t*-2 are more useful. you know, budget cookbooks,###speakerb14.###uh-huh."
"38","108649:4","what would i put *t*-1 together for a formal dinner.",0.3695,0.408237224636543,"what would i put *t*-1 together for a formal dinner.","###speakera59.###but, well, it *exp*-1 was interesting * talking to you.###it's a fun subject.###food is one of my favorite things too.###speakerb60.###yes.###speakera61.###anything else 0 you wanted *-1 to add *t*-2?###speakerb62.###well, you had said dinner, you know, you know,","### we, we had some friends over as recently as saturday night###speakera63.###oh, wow.###speakerb64.### and, and, um, put, here, here###the inspiration was a combination of julia child for the dessert, you know, a chocolate mousse recipe and a sort of mumblex cookbook which *t*-1 has a recipe for a thing called * chicken marabella um, which *t*-2 is this wonderful thing 0 you can do *t*-3, um,###speakera65.###uh-huh,###that's good.###speakerb66."
"39","108783:14","oh. well, what *t*-1 took you to north carolina?",0.207777777777778,0.361427814866921,"oh. well, what *t*-1 took you to north carolina?","###oh, well, that's neat.###are you from north carolina?###speakerb20.###no,###i'm actually from amarillo, texas, originally.###speakera21.###oh, are you really *?*?###speakerb22.###uh-huh.###speakera23.","###speakerb24.###oh, um, the service.###speakera25.###oh, i see.###speakerb26.###yeah.###speakera27.###well, that was one of the things 0 i was thinking about *t*-1 in school, um,###i went to texas tech out in lubbock###and, uh, i had a friend,"
"40","109013:16","what, what do you feel 0 *t*-2 is the, the major change that *t*-1's been going on?",0.252222222222222,0.389910329895833,"what, what do you feel 0 *t*-2 is the, the major change that *t*-1's been going on?","###yeah.###speakerb116.###yeah,###it's really a bad situation here.###speakera117.###oh, that's a shame.###well, i, i felt a little cheated at tech, also.###once i got into my,###i, um, majored in,###speakera1.","###speakerb2.###that's a tough question.###we are now able *-1 to work full eight hours a day and still do our housework.###right.###speakera3.###speakerb4.###* don't ask me.###speakera5.###i think 0 that has been the major change, is that, women feel 0 they need *-1 to go out and do this,### they, they no longer feel 0 it's, uh, it *exp*-1's no big deal * to, to stay home and raise your family any more."
