<<<<<<< HEAD
"","TGrepID","Question","mean_rating","sd","EntireSentence","PreceedingContext","FollowingContext","domain_size_question","domain_type_question","domain_granularity_question","domain_size_context","domain_type_context","domain_granularity_context"
"11","176749:52","how * to do that *t*-1",0.353225806451613,0.412935726207475,"we don't, we, we weren't sure how * to do that *t*-1","### that, that was fairly large undertaking.### a, a, it's a bedroom and a walk-in closet and a bathroom all on one side of the house.###speakera5.###* did the framing and all?###speakerb6.###oh, we did it all except for the sheetrocking.###speakera7.###huh.###speakerb8.###that was the only thing 0 we didn't, you know, * putting the ceiling up and things like that","###and.###speakera9.###maybe you and i should get together. because when i had my last big project *t*-1, i had the contractor do the framing###and i did all the sheetrocking and the interior work.###speakerb10.###yeah,###that's the exact opposite.###we did all, put the roof up and did all the roofing and the, put all the interior walls up.###we just didn't do any of the sheetrock wall work###and that's it because you have, you know, get those joints to go together","","","","","",""
"12","110811:17","who *t*-1's looking over her shoulder",0.267037037037037,0.390096781037089,"she's always worried who *t*-1's looking over her shoulder","###speakera17.###i think so too.###speakerb18.###but, um.###speakera19.###they're so worried about lawsuits and the scores 0 the children get *t*-1 on tests *ich*-2 now and teacher competency, you know,###speakerb20.###right.###speakera21.###and it's not like the teacher can just get in there and do her best,","###and,###speakerb22.###what child *t*-1's going *-2 to say something 0 some parent's going *-3 to overreact to *t*-4###speakera23.###that's right.###speakerb24.###speakera25.###i know.###speakerb26.### that's, that's true.","","","","","",""
"13","63473:18","what they do *t*-1 in england now",0.231034482758621,0.349349853580969,"but i'm not sure what they do *t*-1 in england now.","###speakerb82.###yeah,###so. i, i think 0 as long as people have a choice, they're going *-1 to stick with the american way.###speakera83.###uh-huh.###speakerb84.###and until we have * to, have *-1 to learn *-2 to think that way, we won't *?*.###speakera85.###yeah.###though we call it the english system,","### they're, they're on metric, aren't they *?*?###speakerb86.###yeah,###for the most part, i think so.###speakera87.###yeah,###except they've got a,###now, okay, we run into some problems once,###i remember, 0 they've got a nut and bolts system called * wentworth.###and this thing was, was even different than, you know, s a e standards and stuff.","","","","","",""
"14","130294:4","what's everybody drive *t*-1 up there?",0.265,0.337334754868373,"what's everybody drive *t*-1 up there?","###right.###speakerb38.###i don't plan on *-1 buying a car for many, many years###so,###speakera39.###right,###yeah.###speakerb40.###i have *-1 to make this one last as long as i can *?*.###speakera41.","###speakerb42.###uh, in kenosha?.###speakera43.###i mean in wisconsin, they drive them little four wheelers or four wheel drive###speakerb44.###oh, it just is,###speakera45.###or, do you all need four wheel drives up there because of snow and everything?###speakerb46.###yeah,","","","","","",""
"15","172944:68","where it's cheaper *t*-1",0.49448275862069,0.434466719150341,"well i think, you know, 0 the old people ought *-2 to just bail out of here and go where it's cheaper *t*-1.","###speakera41.###but, uh, uh, the, uh, the local taxes here *ich*-1, i, i, i-, in this particular area, uh, you know, i've, uh, i think 0 i pay about, uh, oh thirty-five hundred *ich*-3 for, for taxes on my four bedroom house, you know. and which *t*-2 is a lot of money.###speakerb42.###right.###speakera43.### an-, and, uh, and so as, as people get older and older, uh, you know, they think about retirement and that sort of thing###speakerb44.###uh-huh.###speakera45.### and, and they, they're building old people's homes, uh, you know, at tax expense.","###at thirty-three hundred dollars or thirty-five hundred dollars 0 i'm paying *t*-1 in taxes, why i, i could go down to bulverde and probably rent a, rent a house for that, right?###speakerb46.###yeah,###that's right.###speakera47.###you know. in, in, instead, it's, it's the taxes here###so.###speakerb48.###yeah.###speakera49.","","","","","",""
"16","173775:43","what right, what can society impose *t*-1 on people",0.2304,0.358753397196459,"it goes back to, you know, what right, what can society impose *t*-1 on people.","### a-, a-, as soon as we wind up, uh, uh, you know, for,###well if we can just destroy the market by * destroying the demand### but, but people want *-1 to, get, get stoned###speakerb46.###yeah,###yeah.###speakera47.###and i, i don't see that,###speakerb48.###well, yeah.","###i mean, can you force somebody to be a good productive citizen?###speakera49.###yeah.###speakerb50.###i don't think 0 you can *?*.###i mean, you know, i'm, you know, was raised *-1 with * being a very strong bible work ethic###so, you know, i'm one of these, you know, ten, twelve, fifteen, twenty hour a day type people.###speakera51.###uh-huh.###speakerb52.","","","","","",""
"17","30192:16","how t i got g t e involved *t*-1",0.196551724137931,0.329883917484285,"um. i wonder how t i got g t e involved *t*-1.","###wow.###do you work for t i?###speakerb96.###no.###i work for g t e.###speakera97.###well, really.###speakerb98.###yes.###speakera99.","###speakerb100.###well, i know jack godfrey.###speakera101.###oh, okay.###speakerb102.###i know him very well.###i've known jack for a long time,###and i'm also in the speech business.###speakera103.###oh, okay.","","","","","",""
"18","168933:102","what recourse do you have *t*-4",0.2675,0.333069852006737,"but there were some things *ich*-3 that people brought *t*-1 up like well what *t*-2 happens if they, they get a false positive, you know, what recourse do you have *t*-4.","###speakera11.###huh. uh-huh.###speakerb12.###and, uh, they instituted a drug policy there. drug testing policy where they randomly would test, uh, employees *t*-1###speakera13.###uh-huh.###speakerb14.###and actually, * to tell you the truth, i really did not think much about it.### i, i hadn't *?*, you know,###it really didn't relate to me.","###speakera15.###uh-huh.###speakerb16.###and, also, uh, uh, this is against the law for the government to do this kind of thing, this kind of big brother activity###and yet, uh, a lot of these large corporations such as texas instruments, although they don't admit to it, it's actually, oh, a drug testing policy comes about as a result of government pressure.###speakera17.###uh-huh.###speakerb18.###so what that means *t*-1 is, to me, that really it's the government that *t*-2's requiring this,###although they don't actually e-, execute it themselves, it's really the government that mumblex.","","","","","",""
"19","174199:33","so, uh, what are your, what are your thoughts on the subject *t*-1 there?",0.295294117647059,0.424309993505026,"so, uh, what are your, what are your thoughts on the subject *t*-1 there?","###speakerb4.###good.###uh, i guess 0 the topic is trial by jury and how we should change that *t*-2 or how we would change it *t*-1.###speakera5.###yep.###speakerb6.###uh, i'm ready whenever you are *?* *t*-1.###speakera7.###okay.###speakerb8.","###speakera9.###well i definitely think, like 0 decisions have *-1 to be unanimous.###speakerb10.###yeah.###yeah,###i think 0 that's probably a good thing.###speakera11.###it's probably the safest thing.###speakerb12.###yeah.","","","","","",""
"20","6640:18","how they'd enforce it *t*-1",0.245,0.353044955693663,"but i don't know how they'd enforce it *t*-1,","###yeah,###that's true.###speakera51.### and, uh, but if, you know,###speakerb52.###people that *t*-1 might benefit most from it *ich*-4 might not go in that situation, you know, like people that *t*-2 really are trapped *-3 in a ghetto or something like that.###speakera53.###yeah.###speakerb54.###* might not go if it was voluntary,","###if it was,###speakera55.###yeah,###well, if they went awol, what are you going *-1 to do *t*-2.###speakerb56.###yeah.###speakera57.###* shoot them.###speakerb58.###speakera59.","","","","","",""
"21","14560:34","where you could get",0.463846153846154,0.402244472161664,"i just remember *-1 trying *-2 to figure out where you could get","###and then they're some sections kind of in the corner areas,###and then the cheapest of course is going *-1 to be the end, the direct end zones.###but, um, they have about four or five different prices *ich*-1 now, that they're structuring it with *t*-2,###but obviously yeah, they're all going up, mumblex more or less is what it's going *-1 to do *t*-2.###speakerb88.###so now the tickets even got lower than the lowest one last year.###speakera89.###um, you know, i'm not sure,###i'm not positive,### i didn't, i didn't really think about that.","###that was real close to the good section but in the little bit cheaper.###but, not that i'll ever go.###i hadn't been to a cowboys game,### las-, time, last time 0 i went to the cowboys game *t*-1 was during that, um, n f l strike, or the, when they had the scab team, teams in there *t*-2,###and it was the, uh, dallas and washington redskins game.###and i went because my dad can usually get a hold of some free tickets, because a lot of those doctors have season tickets,###and they, um, if they're not going *-1 to use them they'll give them to somebody else.###so my dad, i went with my dad to a game that one time.###but that wasn't a real, you know,### it was, it was the scab teams,","","","","","",""
"22","125926:11","how it's going *-1 to break or whatever *t*-2",0.266071428571429,0.326534432257512,"* see how it's going *-1 to break or whatever *t*-2.","###that's when i do my worst *t*-1.###i finally get to the green###and i think 0 i'm doing all, all fine###and then,###speakerb26.###just * walking around the hollow and making * sure 0 there's not really,###you know, * checking the ground and, and so forth, you know.###speakera27.###yeah.###speakerb28.","###speakera29.###can you really see it though?###speakerb30.###yeah.###speakera31.###what about the speed?###speakerb32.### if you get, if you get down on the ground you really can *?*.###speakera33.### can you tell ho-, no-, but can you tell how, how fast you're going *-1 to hit it *t*-2?","","","","","",""
"23","122929:4","how would you achieve that *t*-1?",0.246666666666667,0.41641325627314,"how would you achieve that *t*-1?","###speakera9.###yes.###speakerb10.###speakera11.###uh-huh.###speakerb12.###uh, we need *-1 to elect people that *t*-2 are more, uh,###or...###speakera13.###i'm not sure how you would ach-,","###i mean if,###speakerb14.###well, * let's, let's make them have a degree in economy, uh, or economics.###speakera15.###so you would trust the decision making dec-, economists?###speakerb16.###well,###speakera17.###sometimes called * the dismal science.###speakerb18.","","","","","",""
"24","36664:16","how you can really keep, uh, the inside of a tent clean *t*-1",0.381612903225806,0.380938286989669,"i don't know how you can really keep, uh, the inside of a tent clean *t*-1.","###and that's just about as bad as a kid.###speakera25.###yeah,###boy, he doesn't go in and out of the tent a hundred times. and use it as a play, uh,###speakerb26.###uh-huh.###speakera27.###they like *-1 to play in them.###speakerb28.###yeah,","###speakera29.###yeah,###i don't know.###speakerb30.###other than, you know, * taking your shoes off right before you walk in or something and, and sweeping it out everyday, it *exp*-1's really hard * to, to keep the sand and dirt out of it.###speakera31.###yeah,###well, what we were doing *t*-2, we were just going *-1 to say, we're just going *-3 to sleep in the tent and hang out at night, so, you know,###no * going in and out, and, or###what he wants *-4 to do *t*-5, we had brought his friend along, was * play in the tent.","","","","","",""
"25","94501:25","and what do you, what would you do *t*-1 *-2 to fix the school systems?",0.311666666666667,0.318475227589581,"and what do you, what would you do *t*-1 *-2 to fix the school systems?","###and that may be passed *-1 on down to the kid as well,###and, uh, maybe they pick up on that.###speakerb30.###yeah.###speakera31.###and then from the other aspect, um, maybe the, uh, school itself has, has, has more emphasis on, uh, *-1 trying *-2 to do a good job because the classes may be smaller, uh,###they may be able *-1 to, to give the resources that *t*-2's needed *-3 * to, uh, to do a good job.###speakerb32.###yeah,###i mean,","###speakera33.###uh, that's a tough question how * to fix the school system *t*-1.###speakerb34.###yeah,###speakera35.###uh, with, uh,###i would try *-1 to, i guess, to see about * getting parents more involved, with, try * to, *-1 to come up with more ways 0 * to do that *t*-2. uh, uh, uh, stress the importance of education to both both the parents and the students, and, uh, more, more classes that i think that *t*-3 are,###and i think 0 this is happening some around the country in terms of, um, morals, * trying *-1 to teach the kinds of things that, that *t*-2 aren't getting taught *-3 at home, and, uh, and, and respect for other people.###uh, i think 0 that's a big part of it.###you know, people, you know,","","","","","",""
"26","155415:27","how * to put away some savings and stuff like that *t*-2",0.53,0.430619708482245,"we're trying *-1 to think of how * to put away some savings and stuff like that *t*-2","###yeah,###that's sort of a problem.###speakera9.###yeah,###so uh, what do yo-,###speakerb10.### we're trying, we're trying *-1 to, uh,###so far we are in the clear credit wise###but, uh, the other side of it is,###so, not much on that side of it 0 * to add *t*-1 to it.","###but,###speakera11.###so you can afford *-1 to get a house?###speakerb12.###yeah,###we'd like *-1 to do that some day.###speakera13.###speakerb14.###we have this dream.###speakera15.","","","","","",""
"27","160511:4","how can it be bad *t*-1?",0.507222222222222,0.464869438413886,"how can it be bad *t*-1?","###speakerb90.###paper just seems so innocuous.###speakera91.###huh?###speakerb92.###paper doesn't seem threatening at all, you know.###speakera93.###well, it is *?*, it is *?*, though.###speakerb94.###it comes from trees.","###speakera95.###it is *?*, because they,###speakerb96.###they treat it with chemicals or something?###why can't trees break down *t*-1?###i don't get it.###speakera97.###well, they do treat paper with chemicals###like yellow paper, you know takes something like twenty times as long *-1 to decompose.###speakerb98.","","","","","",""
"28","121942:7","now what can you do *t*-1 *-2 to stop that?",0.393333333333333,0.414913173057292,"now what can you do *t*-1 *-2 to stop that?","###yeah.###speakera27.###so your privacy is invaded *-1 probably by other members of the family.###speakerb28.###yeah,###mostly.###speakera29.###speakerb30.###yeah.###speakera31.","###speakerb32.###oh, i don't know.###speakera33.###speakerb34.###well, i am used to it now,###but sometimes it sort of gets, gets to me###but there is not much 0 i can really do *t*-1.###speakera35.###no.###speakerb36.","","","","","",""
"29","39551:19","what *-2 to cook *t*-1",0.4775,0.397954259422603,"and i have been debating what *-2 to cook *t*-1 because one of my guests is a vegetarian.","###i'll bet 0 that is really good.###speakera137.###it makes a great sandwich.###speakerb138.###man,###i'm going *-1 to have *-2 to think of that.###we're getting company tonight,###speakera139.###oh, are you *?*.###speakerb140.","###speakera141.###oh, yeah,###that's kind of hard.###speakerb142.###so, we're going *-1 to,###i think 0 we'll try *-1 to do something a little bit,###we might try *-1 to, to, um, to grill some flounder or salmon steaks.###speakera143.###they'll eat fish?###speakerb144.","","","","","",""
"30","22312:4","what do they do *t*-1 then.",0.255882352941176,0.325154940442426,"what do they do *t*-1 then.","###i mean if the parents aren't supplying it, they've got *-1 to get it from someone else from the schools,###speakerb76.###uh-huh.###speakera77.###speakerb78.###yeah,###speakera79.###speakerb80.###and what do those kids do *t*-1,###they get it at school and come home,","### i, i feel, i feel for them,###i don't know how * to make it better for them *t*-1###or, you know, because it,###they can't remove themselves,###they can't just leave and say okay, well, it's not acceptable,###i'm leaving the big city, mom,###and i'm, i'm going off, you know,###when they're ten *t*-1, they have *-2 to live in it,###and, uh-huh.###speakera81.","","","","","",""
"31","122164:4","what have you seen *t*-1 recently?.",0.244444444444444,0.302231353187708,"what have you seen *t*-1 recently?.","###uh, i st-, i want *-1 to see the fisher king and, and, uh, catch robin hood.###speakera5.###okay.### i, uh, i haven't seen either one of those.###uh, what, what are some of the shows that you have been able *-1 to rent *t*-2 *t*-3 though?###speakerb6.###uh, * let's see.###uh, i'm trying *-1 to just think of the ones that *t*-2 have come on.###uh, white palace which i thought 0 *t*-1 was over rated, over hyped, um, recently.###well, you're catching me at, it, uh, uh, at mind's end here.","###speakera7.###well, maybe you, uh, you have seen dances with wolves.###speakerb8.###yes.###speakera9.###okay.###speakerb10.###yes.###speakera11.###what did you think *t*-1 of that one?","","","","","",""
"32","55650:18","what i do *t*-1",0.207333333333333,0.328643327608532,"so i'm very limited what i do *t*-1.","###well, i'm sorry.###speakerb86.###that's okay.###speakera87.###uh, did you ever go to texins at all when you were working for t i *t*-1?###did you ever try that?###speakerb88.### i have a, i have a bad back,###speakera89.###speakerb90.","###speakera91.###oh, okay.###speakerb92.###it's like i can walk,###but if i walk for more than fifteen minutes it's going *-1 to bother me.###speakera93.###um.###speakerb94.###especially when you're on cement or anything that *t*-1's hard *t*-2,###it will bother me.","","","","","",""
"33","154107:34","how * to how * to describe it *t*-1",0.432307692307692,0.426467421426844,"i don't know how * to how * to describe it *t*-1","### i've had, i had access *ich*-1 in the past to, uh, uh, the a p news wire###and i thought 0 that was that was pretty a pretty good way 0 * to get news *t*-1.###uh, i've never used the dow jones news wire###but, uh,###yeah###it, uh,### do you get any, uh, do you read any news magazines or anything like that for sort of like a broader, like more long term analytical sort of approach?###speakerb18.###uh, well actually not.###uh, i do, uh, follow, uh, uh, uh,","###so i'll say a religious newspaper which, which *t*-2 talks about issues that *t*-1 are relevant to me in a more broad sense.###it's a weekly but, uh, but not, uh, not like business week or news week or one of those kinds of things.###speakera19.###yeah.###speakerb20.###i'd like *-1 to say that however, uh, that i'm overwhelmingly disappointed with the media in general except for the raw news wires.###speakera21.###in what way?### in like, in sort of like, uh, qual-, uh, quality or sort of an orientation in terms of like, view point or the way 0 the news is presented *-1 *t*-2 or whatever?###speakerb22.","","","","","",""
"34","54138:21","what we're going *-1 to do *t*-2 about it",0.341034482758621,0.413394872001388,"um, i don't know what we're going *-1 to do *t*-2 about it,","###bye-bye.###speakerb1.###well, this is a good subject, isn't it *?*?###speakera2.###yeah.###speakerb3.### it's, it's something that you can really talk about *t*-1.###speakera4.###yeah.###speakerb5.","### but, but it's certainly something that *t*-1 has a lot of things 0 * to talk about *t*-2.###speakera6.###uh-huh.###speakerb7.###um, you know, when they say the middle east *t*-1, it's such a big area###speakera8.###uh-huh.###speakerb9.###and there's so many different problems there.###uh, what do you want *-1 to concentrate on *t*-2.","","","","","",""
"35","18673:73","what, what * to, what *-2 to put *t*-3 on one side of the house and things like that",0.34375,0.353809239931449,"and, you know, we're trying *-1 to decide what, what * to, what *-2 to put *t*-3 on one side of the house and things like that,","###so that's all 0 they work on *t*-1.###just a leafy,###they don't do anything.###speakerb156.###uh-huh.###yeah,###that's something 0 i've been, uh, been *-1 looking around and noticed *t*-2 0 all the flowering trees and stuff are, at this time of the year###speakera157.###uh-huh.###speakerb158.","###but there's so many things that they, *t*-1 they last for just a couple of weeks### and then it, then it's just a, a bush there from then on.### it's kind of, it's kind of disappointing.###speakera159.### i, i don't know### my, my wife and i, we planted on the, on the south side of our, of our house we planted some gardenias.###speakerb160.###uh-huh.###speakera161.###and they did real fine during the summertime","","","","","",""
"36","170113:94","how other people live *t*-1",0.311538461538462,0.390852323085764,"but, really, i'm, i happy, i, i, well i'm curious how other people live *t*-1.","###speakerb4.###speakera5.###mumblex i don't, uh, uh, i don't have a long-term financial plan.###i don't try *-1 to control my expenses.###speakerb6.###speakera7.###but i'm, i'm glad 0 you're a stranger.###speakerb8.###that sounds kind of like me.###speakera9.","###uh, so maybe we should start with you.###what do you do *t*-1?###speakerb10.###about the same thing.###speakera11.###really?###speakerb12.###yeah.###speakera13.###oh.","","","","","",""
"37","93701:85","okay, if i'm going *-1 to run in the mornings, what am i, what do i trade it off for *t*-2",0.326785714285714,0.305723835335198,"and that's the hard decision, is, okay, if i'm going *-1 to run in the mornings, what am i, what do i trade it off for *t*-2.","###speakerb118.###when your life becomes sedentary *t*-1 is when you have *-2 to make yourself a plan *t*-3,###speakera119.###uh-huh.###speakerb120.###and what *t*-1's real funny about plans is that there's a struggle between, uh, when you, when you add something to your life *t*-2, when you add a plan to your life *t*-3,###something else has *-1 to go away###speakera121.###uh-huh.###speakerb122.","###well, the answer's sleep, right.###speakera123.###sleep.###speakerb124.###if i'm going *-1 to walk at night, what do i trade it off for *t*-2.###well, star trek###speakera125.###uh-huh.###speakerb126.###or, you know, it, it, it's always trade offs,","","","","","",""
"38","48466:38","what *t*-2 works for your system",0.286153846153846,0.344616620876903,"but you do have *-1 to research that, find out what *t*-2 works for your system.","###speakerb16.###exactly,###and there are, lots of them on the market.###speakera17.###yeah,###basically payroll.###speakerb18.###speakera19.###yeah.###speakerb20.","###what kind do you have *t*-1?###speakera21.###um, it's an i b m,###i think 0 it's a professional three hundred,###no,### that's, that's the digital one.###it's an, uh, i b m p c junior, i think 0 *t*-1.###speakerb22.###oh, well, that's a nice computer.###speakera23.","","","","","",""
"39","164881:9","uh, how do you find that the, the coverage from other places in the world, uh, compares with the american coverage of,",0.357222222222222,0.331233089345138,"uh, how do you find that the, the coverage from other places in the world, uh, compares with the american coverage of,","###speakera8.###uh, i agree with you, too, on the, uh, uh, the cable channel, c n n and headline news.###uh, i'm not too satisfied with our local newspaper uh, which *t*-1 is why i rely on shortwave and, and then the cable, cable, c n n *t*-2.###speakerb9.###uh-huh.###speakera10.###speakerb11.###speakera12.###speakerb13.###i'm, uh, interested in the, in the shortwave aspect of it.","###how do you think that, uh, the viewpoints differ *t*-1?###speakera14.###i think 0 a lot of it is just, uh, the fact that in the u s you're so far removed *ich*-1, uh, in a lot of cases from, say, conflicts### or, or it's not happening in your backyard###speakerb15.###uh-huh.###speakera16.###so it's, it's more of a, it's not as a personal, uh,###the news isn't as personal *ich*-3 in what we receive *t*-2 domestically than, than what *t*-1's on shortwave.### it's, b b c is, uh, oh, i don't know the right word, is, is almost, uh,","","","","","",""
