TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
8726:59	like, like, uh, for chr-, uh, for christmas my roommate goes, what do you want *t*-1.	###well then, uh, see, uh, that's, that's one of the points which i don't see *t*-1,###like i, i don't give a lot of gifts during christmas###and i, you know, i don't wa-, i don't like *-1 to give any at all###speakerb84.###yeah.###speakera85.###because the thing is, is that, you know, it's like if i want something i'll, i'll ask somebody, you know,###speakerb86.###yeah.###speakera87.	what	no	yes	what do you want *t*-1	no	like, like, uh, for chr-, uh, for christmas my roommate goes,  	.	...what is a thing...	...what is every thing...	...what is the thing...
166750:13	and i say what are you going *-1 to do *t*-2.	###but it doesn't stop many people many people from, uh, from *-1 doing it.###and it's n-, o-, one of the things that it's used *-2 for *t*-1, primarily, is for demographic, uh, research. and * to get th-, your, your phone number on, uh, uh, lists for phone solicitations.###speakera7.###yeah.###yeah.###now th-, that y-, s-, you can still,###yeah,###i've always done that.###i started,###once i found out that that's really not necessary or legal then i just refuse	what	no	yes	what are you going *-1 to do *t*-2	no	and i say  	.	...what is a thing...	...what is every thing...	...what is the thing...
169237:14	they know exactly what they're going for *t*-1.	###speakerb38.###oh.###speakera39.###so they wait while you're out, outdoors.###they know 0 the house is unlocked###and then they just slip in.###* slip in, slip out, you know.###speakerb40.###that's amazing.###speakera41.	what	no	yes	exactly what they're going for *t*-1	no	they know  	.	...what is a thing...	...what is every thing...	...what is the thing...
54334:100	th-, they, i don't know, they, it, schwartz-, schwartzkopf knew what *t*-1 had *-2 to be done *-3	###yeah.###speakerb61.###so they were, they were playing it * very safe,###but, you know, it,### an ounce###what do they say *t*-1,###an ounce of hind sight is worth, whatever.###speakera62.###yeah.###speakerb63.	what	no	yes	what *t*-1 had *-2 to be done *-3	no	th-, they, i don't kno , they, it, sch artz-, sch artzkopf kne 	w	...what is a thing...	...what is every thing...	...what is the thing...
73191:21	oh, you don't know what *t*-1 happens after they get in school.	###oh, yeah.###speakera79.###speakerb80.###yeah,###i have a nine year old that i would trade *t*-1 happily for a baby mumblex.###speakera81.###oh, really.###well, you sound like you're pretty well passed the worst of it as far as * worrying about,###since they're both in school, you don't have *-1 to worry about a full-time person 0 *t*-2 to take care of them.###speakerb82.	what	no	yes	what *t*-1 happens after they get in school	no	oh, you don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
52719:30	you know, you know what i mean *t*-1.	###and it was really an integral part,###and no,### you can't, you can't force people,###but i think 0 people are hurting###and they're out *-1 doing crack *-2 sitting on the street.###they were the kind of people that, i think mostly, we would want *t*-1 to receive it. if it *ich*-3 was presented *-1 0 * to see *t*-2.###i don't know,###i guess, 0 i'm kind of frustrated that, you know, we've gotten away from the christian basis that our court system was founded *-1 upon *t*-2.###i mean, it reeks of the bible, just, the whole thing, the whole system.###and, so i feel like if that was presented *-1 more openly, and not just * relying upon, and para-church ministry *-2 to come in and do it, that, that the system itself,	what	no	yes	what i mean *t*-1	no	you know, you know  	.	...what is a thing...	...what is every thing...	...what is the thing...
76080:33	so she's sort of, uh, real funny about what she sprays *t*-1.	###speakera185.###yeah.###speakerb186.###but, uh,###speakera187.###i bet 0 dursban would do it.###speakerb188.### it might, it might do it,###yeah.### she's got so many flow-, she's got just a gorgeous yard, so many, uh, flowers and her, her four cats, you know,	what	no	yes	what she sprays *t*-1	no	so she's sort of, uh, real funny about  	.	...what is a thing...	...what is every thing...	...what is the thing...
144432:11	you know what i mean *t*-1?	###speakera27.###uh-huh,###yeah.###speakerb28.###uh, i don't, i'm not sure, uh,###speakera29.###i mean, i,###* go ahead.###speakerb30.###i know, uh, 0 i've always thought more about the disease rather than the der-, research,	what	no	yes	what i mean *t*-1	no	you know  	?	...what is a thing...	...what is every thing...	...what is the thing...
37899:25	and * think what, what's it going *-1 to be like *t*-2 for my, my youngest, an my oldest son, when he goes to school *t*-3.	### we didn't, we didn't even think about it, you know.###speakera61.###no.###and now, you know, what do we have *t*-1 now.###you know, got kids that, mumblex either got a, you know, a magnum gun school,###like good grief.###speakerb62.### r-, right.###speakera63.###i mean, i'd, i'd be afraid *-1 to be in school, i mean *-2 b-, teaching, or even being a student	what	no	yes	what, what's it going *-1 to be like *t*-2 for my, my youngest, an my oldest son, when he goes to school *t*-3	no	and * think  	.	...what is a thing...	...what is every thing...	...what is the thing...
176285:67	and so, many times, at lunchtime, i would go over and visit the children and eat with them and see what they were doing *t*-1.	###and,###speakerb28.###i think 0 it's real important that you have a place that, first of all parents have a lot of input into *t*-1 and that they're always welcome and that they have a lot of activities where parents come in during the day *t*-2 and that at any time you can drop in.###and we had a really wonderful arrangement, uh,###i'm with the university actually###speakera29.###uh-huh.###speakerb30.###and they had a wonderful, uh, program that *t*-1 started at age three###and it was about a block away from the hospital where i work *t*-1.	what	no	yes	what they were doing *t*-1	no	and so, many times, at lunchtime, i would go over and visit the children and eat with them and see  	.	...what is a thing...	...what is every thing...	...what is the thing...
66692:37	i have got *-1 to be so much more careful with what i do *t*-2.	###speakera45.###i make myself do it###and if i do it, okay,###i don't love it,,###but i will do it.###speakerb46.###sure.###speakera47.###uh, it's not anything 0 i would want *-1 to,###but i can really tell the difference, since i have not been able *-1 to walk.	what	no	yes	what i do *t*-2	no	i have got *-1 to be so much more careful with  	.	...what is a thing...	...what is every thing...	...what is the thing...
2735:140	if they're just going *-1 to be meeting with t i --ers like * to talk about a patent kind of thing and the, they're engineers that they're talking too *t*-2, they dress kind of like how the engineers are dressed *t*-3	###with the, you know, the little suspenders or something on###so. we've, we've kind of had a variety there###speakera89.###that's great.###speakerb90.###but, i think 0 a lot of times it's, it's mainly who they're going *-1 to meet with *t*-2,###or they're meeting with people that they know 0 *t*-2 is going *-3 to be dressed *-4 that way then that's how they are *t*-1.###speakera91.###yeah.###speakerb92.	how	no	yes	how the engineers are dressed *t*-3	no	if th y'r  just going *-1 to b  m  ting with t i -- rs lik  * to talk about a pat nt kind of thing and th , th y'r   ngin  rs that th y'r  talking too *t*-2, th y dr ss kind of lik 	e	...what is a way...	...what is every way...	...what is the way...
59124:25	and, um, i can't imagine how i stayed home *t*-1.	###yeah.###speakerb64.###you know, i think 0 i'm just part of tha-, the new stuff, that *t*-1 is just,###i don't know, i think 0 i would just go nuts *-1 sitting at home all day long.###speakera65.###well you know, i can't imagine how i did *t*-1, because now i work all the time,###speakerb66.###yeah.###speakera67.###and, um, well i work all week,	how	no	yes	how i stayed home *t*-1	no	and, um, i can't imagine  	.	...what is a way...	...what is every way...	...what is the way...
97445:32	and so we will just have *-1 to see how things work out *t*-2.	###right.###speakera133.###speakerb134.###uh-huh,###uh-huh.###speakera135.###we might be able *-1 to exchange that way.###speakerb136.###uh-huh.###speakera137.	how	no	yes	how things work out *t*-2	no	and so we will just have *-1 to see  	.	...what is a way...	...what is every way...	...what is the way...
149242:11	we know how that goes *t*-1.	###generally cheap things.###speakera3.###uh-huh.###speakerb4.###speakera5.###uh-huh.###speakerb6.###speakera7.###uh-huh.###yeah,	how	no	yes	how that goes *t*-1	no	we know  	.	...what is a way...	...what is every way...	...what is the way...
123203:40	i'm not sure, i'm not sure who they play *t*-1.	###he is *?*.###speakerb42.###speakera43.###yes.###speakerb44.###well, do you think 0 they're, they're going *-1 to be able *-2 to make it this year, past the first playoff game?###speakera45.###uh i s-, i sure hope so.###speakerb46.###speakera47.	who	no	yes	who they play *t*-1	no	i'm not sure, i'm not sure  	.	...who is a person...	...who is every person...	...who is the person...
22262:31	i, i don't know where you start or, with a lot of these kids *t*-1,	###speakerb58.###uh-huh.###speakera59.###and we don't have it,###so we deserve it,###and we should take it.###speakerb60.###uh-huh,###yeah.###i don't know how you combat that *t*-1.	where	no	yes	where you start or, with a lot of these kids *t*-1	no	i  i don't know  	,	...what is a place...	...what is every place...	...what is the place...
87758:51	so, but i, here again i think mumblex 0 i resented where they were collecting the sales tax for five years before they turned a spade of dirt. so and doing all these studies and the things *t*-1	###yeah,###right.###speakera63.###and, uh, most people are that way. because they're used to *-1 not having public transportation.###speakerb64.###yep.###speakera65.###speakerb66.###yeah.###speakera67.	where	no	yes	where they were collecting the sales tax for five years before they turned a spade of dirt. so and doing all these studies and the things *t*-1	no	so, but i, here again i think mumblex 0 i resente 	d	...what is a place...	...what is every place...	...what is the place...
99380:19	it was real close to where i worked *t*-1.	###well, you know, i, i said 0 i lived in, uh, the pontiac.###i didn't live in the city of pontiac,###i lived to the west of it.###uh, i forget the, the county,###but you know where all the lakes are *t*-1 around there.###speakera51.###okay,###sort of.###speakerb52.###i lived in an apartment complex on one of the lakes.	where	no	yes	where i worked *t*-1	no	it was real close to  	.	...what is a place...	...what is every place...	...what is the place...
105054:19	but it bit enough to where i let *-1 go *t*-2.	###and the lake that we learned on *t*-1 was the smaller of the two that we had access to *t*-2###and it was maybe fifteen, twenty acres###and it was, uh, it had a lot of, uh, turtles in it.###and i got all ready *-1 to go###and i was down in the water and, and set *-1 to go### and, uh, and just as that boat took off, a turtle bit me in the middle of the back.###speakerb8.###oh.###speakera9.###it didn't hurt too much,	where	no	yes	where i let *-1 go *t*-2	no	but it bit enough to  	.	...what is a place...	...what is every place...	...what is the place...
control_a_tissue	Do you want a tissue?	speakera. Your nose is running. speakerb. Oh yeah I didn't notice. speakera. 	none			Do you want a tissue?				A tissue…?	Every tissue…?	The tissue…?
control_a_napkin	Can I hand you a napkin?	speakera. Oh no! I just spilled my spaghetti down my shirt. speakerb. Oh no.	none			Can I hand you a napkin?				A napkin…?	Every napkin…?	The napkin...?
control_the_book	Did you return the book you borrowed?	speakera. Hey. speakerb. Hey what's up? speakera. I noticed a late fee from the library. 	none			Did you return the book you borrowed?				A book...?	Every book…?	The book...?
control_the_movie	Can you text me the movie schedule?	speakera. What are you doing tonight? speakerb. Nothing what about you? Wanna grab a movie? speakerb. Sure but I don't have wifi right now. 	none			Can you text me the movie schedule?				A movie schedule...?	Every movie schedule…?	The movie schedule...?
control_all_cookies	Did you grab all the cookies?	speakera. It's time to leave for the potluck.The car's almost packed. speakerb. 	none			Did you grab all the cookies?				A cookie...?	Every cookie…?	The cookie...?
control_all_novels	Have you read all her novels?	speakera. I love Octavia Butler she's the best. speakerb. Yeah she's great. speakera.	none			Have you read all her novels?				An novel...?	Every novel…?	The novel...?
