TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
10369:13	and lord knows what *t*-1 happened to him.	###if you shut that door he goes into hiding.###speakerb34.###oh no.###speakera35.###i think 0 it's from the time 0 he jumped off the balcony *t*-1.###speakerb36.###yes,###uh-huh,###that's it.###speakera37.	what	no	yes	what *t*-1 happened to him	no	and lord knows  	.	...what is a thing...	...what is every thing...	...what is the thing...
123493:33	i'm not sure what that, what that means *t*-1.	###and they're green,###but they're dead.###you know, the, the freeze just got them.###speakera41.###mumblex.###speakerb42.### they, they weren't ready for it at all apparently,### and, and we haven't had a typical fall at all.###not much color, you know, changes have occurred at all.###really weird this year.	what	no	yes	what that, what that means *t*-1	no	i'm not sure  	.	...what is a thing...	...what is every thing...	...what is the thing...
104409:18	i'm not sure all what we're going *-1 to have *-2 to do *t*-3, whether we have three separate containers,	###have you all got the individual containers yet?###speakerb8.###no,###i read in the paper this week where maybe,###i don't know if it w-, was,###i guess 0 maybe this week someone may start *-1 getting them if the truck that *t*-2 picks them up is outfitted *-3 in time.###speakera9.###um.###speakerb10.###but, it, it should be starting, i would stay probably in the next month if, if everything goes that,	what	no	yes	all what we're going *-1 to have *-2 to do *t*-3	no	i'm not sure   whether we have three separate containers 	,	...what is a thing...	...what is every thing...	...what is the thing...
98593:18	so we don't know what *t*-1 is really going on, what *t*-2 is, uh, really the range of sentences or awards that *t*-3 are, uh, are actually, uh, in the end applied *-4.	###speakerb27.###uh-huh.###speakera28.###uh, and many of those get overturned *-1 or get reduced *-1 in terms of sentences, or get changed *-1 by a judge or an appeals court###speakerb29.###right.###speakera30.###and that never makes the, the press###and so, when, uh, you or i as an individual gets on a jury *t*-1 we tend *-2 to have certain mental images of what *t*-3's what because we see the headlines, uh,###and we don't have, a-, again, a lot of knowledge,	what	no	yes	what *t*-1 is really going on	no	so we don't know , what *t*-2 is, uh, really the range of sentences or awards that *t*-3 are, uh, are actually, uh, in the end applied *-4 	.	...what is a thing...	...what is every thing...	...what is the thing...
62814:11	i know what you mean *t*-1.	###speakera17.###speakerb18.###but.###speakera19.###right.###speakerb20.###i haven't walked since,###so.###speakera21.###it *exp*-1's always easy * to find an excuse 0 * not to exercise *t*-2.	what	no	yes	what you mean *t*-1	no	i know  	.	...what is a thing...	...what is every thing...	...what is the thing...
83532:16	i don't know what you want *-1 to call them *t*-2,	###yes###i do.###speakerb44.###okay.###speakera45.###do you?###speakerb46.###i was going *-1 to ask you, you know, as far as how we're getting compensated *-2 for what we're doing *t*-4 right now *t*-3, um,###i don't work for t i###and i'm just, i get these green,	what	no	yes	what you want *-1 to call them *t*-2	no	i don't know  	,	...what is a thing...	...what is every thing...	...what is the thing...
26740:63	i'm not even really sure *ich*-2 at this point in time, you know, what, what programs *t*-1 are out there.	###speakerb59.###but i, i think 0 it can't be something that *t*-1's mandatory.###speakera60.###yeah.###yeah.###speakerb61.###it has *-1 to be something that *t*-2's voluntary. you know, which *t*-3 is pretty much the way 0 it is *t*-4 now.###they might,###speakera62.###that's right.	what	no	yes	what, what programs *t*-1 are out there	no	i'm not even really sure *ich*-2 at this point in time, you know,  	.	...what is a thing...	...what is every thing...	...what is the thing...
177148:11	you know how capital gang, they always say well inside the beltway, they think thus *t*-1	###speakerb50.### that's, that's exactly how i feel *t*-1 too.### i wouldn't have, uh, they wouldn't have stopped my car for any, anything had i seen them coming.###but i was just wondering since you're, you're in, you're back east, uh, and a little closer to the, the bigger cities than we are *?* in idaho here.###speakera51.###right.###i'm inside the beltway.###speakerb52.###oh.###speakera53.	how	no	yes	how capital gang, they always say well inside the beltway, they think thus *t*-1	no	you kno 	w	...what is a way...	...what is every way...	...what is the way...
4195:28	so, you know, it depends on how you look at it *t*-1.	###so, in, as to those types of interpretations, uh, really made a difference in how one might interpret the bible now *t*-1, and what it's at *t*-2.###speakerb115.###uh-huh.###speakera116.###so that's, you know,###you can look at it as though they are saying 0 it's not true,###but there's too much historical fact involved * just from the uh, the histories that *t*-1 are, were developed *-2 around that time, that *t*-3 are available. * to deny that, at least the majority of it is true.###speakerb117.###yeah.###speakera118.	how	no	yes	how you look at it *t*-1	no	so, you know, it depends on  	.	...what is a way...	...what is every way...	...what is the way...
147733:48	but, uh, other than that i think 0 maybe it just depends on how you define honesty *t*-1.	###you're asking what my opinion about, whether it *exp*-1's possible * to have honesty in government *t*-2.###speakera3.###yeah.###speakerb4.###well, i suspect that it is possible.###uh, i think 0 it probably is more likely if you have a small government unit where everybody knows everybody *t*-1.###speakera5.###right.###that's a good point.###speakerb6.	how	no	yes	how you define honesty *t*-1	no	but, uh, other than that i think 0 maybe it just depends on  	.	...what is a way...	...what is every way...	...what is the way...
145166:115	actually spring semester a year from now he's going *-1 to have *-2 to be in child care f-, uh, five days a week more than likely. uh, depending on how my class schedule runs *t*-3	###uh, she's,###speakerb22.###i was a professor in a university here in california for a while.###speakera23.###yeah.###speakerb24.###yeah,###uh, are you going *-1 to, uh, put your son in child care in a, a year or two?###speakera25.###uh, probably. uh,	how	no	yes	how my class schedule runs *t*-3	no	actually spri g semester a year from  ow he's goi g *-1 to have *-2 to be i  child care f-, uh, five days a week more tha  likely. uh, depe di g o 	n	...what is a way...	...what is every way...	...what is the way...
138250:26	they say 0 you kind of act how you're dressed *-1 *t*-2 a little bit,	###speakerb80.###speakera81.###yes.###speakerb82.###because it was mini skirt time back there at one time.###speakera83.###yes,###so it's really changed.###it's, uh, really kind of gone the rounds,###so i think that maybe that's effected it to some degree.	how	no	yes	how you're dressed *-1 *t*-2 a little bit	no	they say 0 you kind of act  	,	...what is a way...	...what is every way...	...what is the way...
83540:23	and, uh, i just wondering how i go about *-1 getting the cash *t*-2.	###i don't work for t i###and i'm just, i get these green,###i don't know what you want *-1 to call them *t*-2,###fake point things,###speakera47.###points.###speakerb48.###speakera49.###uh-huh.###speakerb50.	how	no	yes	how i go about *-1 getting the cash *t*-2	no	and, uh, i just wondering  	.	...what is a way...	...what is every way...	...what is the way...
85856:87	you know, a lot of people complain *-1 saying well, i don't want *-4 to, uh, have *-5 to be told *-6 who i need *-2 to go to *t*-3	###so we, my wife decided 0 she wanted *-1 to, to stay with that doctor,###speakera35.###yeah.###speakerb36.###so, we went to the, to the, the medical insurance that we have *t*-1 at, here at work,###speakera37.###yeah.###speakerb38.###and, uh, i, uh, i like the, i like the convenience of the h m o in, in a certain respect because it, uh, even though you're,###once you find the doctor that you like *t*-1 it's not a problem.	who	no	yes	who i need *-2 to go to *t*-3	no	you know, a lot of people complain *-1 saying well, i don't want *-4 to, uh, have *-5 to be told *- 	6	...who is a person...	...who is every person...	...who is the person...
109916:100	and, uh, i just, it *exp*-4's just weird that i was just talking to somebody *ich*-3 this morning who *t*-1's, who *t*-2's a working, uh, lady, a working mom,	###are they young,###or,###speakerb34.###five and two.###speakera35.###five and two.###i have two,###and mine are two and nine months,###so, um, * being, being home is real,### i, i just am fortunate because i don't know a real lot of moms that *t*-1 get *-2 to stay home,	who	no	yes	who *t*-2's a working, uh, lady, a working mom	no	and  uh  i just  it *exp*-4's just weird that i was just talking to somebody *ich*-3 this morning who *t*-1's   	,	...who is a person...	...who is every person...	...who is the person...
115330:19	and i've gotten to where i start, have started *-1 selling them at craft shows and things *t*-2.	###i c-,###speakera19.###nothing like that.###speakerb20.###uh, uh,###speakera21.### i, i do some things.###i've gotten into,###uh, oh, i, i like *-1 to decorate things###and i do sweatshirts and t-shirts	where	no	yes	where i start, have started *-1 selling them at craft shows and things *t*-2	no	and i've gotten to  	.	...what is a place...	...what is every place...	...what is the place...
115947:28	well, did you read in the dallas paper where they increased the teach-, the administrators' pay by thirty three percent after they laid off all those teachers *t*-1.	###i remember 0 there was *?* about four, five years ago.###speakerb39.###yeah.###speakera40.###yes.###speakerb41.###but, this, you know, this, uh,###i think 0 *-1 living in richardson, we're kind of spoiled because i think 0 we get, we come closer to *-2 getting our money's worth as far as the city is concerned, i think than probably any, any city in the country.###speakera42.###yes,	where	no	yes	where they increased the teach-, the administrators' pay by thirty three percent after they laid off all those teachers *t*-1	no	well, did you read in the dallas paper  	.	...what is a place...	...what is every place...	...what is the place...
152095:16	do they like it where they have tents *t*-1	###speakera25.###and last time our one twelve year old went to the scout camp for a week,###and so this year they'll both be going,###and so that's been real enjoyable for them.###speakerb26.###great.###speakera27.###so.###speakerb28.### what, uh, what kind of camping do they like *t*-1 best?	where	no	yes	where they have tents *t*-1	no	do  hey like i 	t	...what is a place...	...what is every place...	...what is the place...
13505:14	i get to where i, i turn the answering machine on and just let it pick up the phone *t*-1,	###but, uh, at work i have so many phone calls from customers calling in,###sometimes it is just, i just want *-1 to get away from the phone ringing because it, it really does annoy me.###and, uh, if i've had a lot of phone calls during the day when occasionally when we have, uh,###like this past week,###we have *-1 to do a lot of troubleshooting when the programmers have installed a new system *t*-2,###and, uh, phone rings like crazy###and you come home###and the last thing 0 you want *-1 to do *t*-2 is * have *-3 to answer the phone.###and if it's some salesman, that just makes it even that much worse.###and, uh, it just,	where	no	yes	where i, i turn the answering machine on and just let it pick up the phone *t*-1	no	i get to  	,	...what is a place...	...what is every place...	...what is the place...
60932:41	and i read in this article, i couldn't believe it, where, you know, like, one cow produces, like, a day, produces like a hundred or so pounds of manure *t*-1 *t*-2.	###so, they have a lot of cattle in the area,###i mean, they've got like per, per, ya-, uh, per lot,###you know, they've got like a lot of head of cattle because dairies they don't th-, th-,###it's not like it was a big ranch where they let the cow roam around *-1 free *t*-2,###speakerb72.###right,###uh-huh.###speakera73.###they've got *-1 to have them there *-1 to be able *-2 to milk them.###and they,	where	no	yes	where, you know, like, one cow produces, like, a day, produces like a hundred or so pounds of manure *t*-1 *t*-2	no	and i read in this article, i couldn't believe it,  	.	...what is a place...	...what is every place...	...what is the place...
control_a_tissue	Do you want a tissue?	speakera. Your nose is running. speakerb. Oh yeah I didn't notice. speakera. 	none			Do you want a tissue?				A tissue…?	Every tissue…?	The tissue…?
control_a_napkin	Can I hand you a napkin?	speakera. Oh no! I just spilled my spaghetti down my shirt. speakerb. Oh no.	none			Can I hand you a napkin?				A napkin…?	Every napkin…?	The napkin...?
control_the_book	Did you return the book you borrowed?	speakera. Hey. speakerb. Hey what's up? speakera. I noticed a late fee from the library. 	none			Did you return the book you borrowed?				A book...?	Every book…?	The book...?
control_the_movie	Can you text me the movie schedule?	speakera. What are you doing tonight? speakerb. Nothing what about you? Wanna grab a movie? speakerb. Sure but I don't have wifi right now. 	none			Can you text me the movie schedule?				A movie schedule...?	Every movie schedule…?	The movie schedule...?
control_all_cookies	Did you grab all the cookies?	speakera. It's time to leave for the potluck.The car's almost packed. speakerb. 	none			Did you grab all the cookies?				A cookie...?	Every cookie…?	The cookie...?
control_all_novels	Have you read all her novels?	speakera. I love Octavia Butler she's the best. speakerb. Yeah she's great. speakera.	none			Have you read all her novels?				An novel...?	Every novel…?	The novel...?
