TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
127981:56	and i do, uh, twenty, uh, leg lifters *ich*-2 on each side. you know when you're p-, laying on the floor *t*-1.	###uh-huh.###speakera19.###and i do, uh, ten, uh, right and left, uh, trunk twisters.###speakerb20.###uh-huh.###speakera21.###and i do, uh, about sixty, uh, bicycle, type, uh, leg thrust type things.###speakerb22.###uh-huh.###speakera23.	when	no	yes	. you know when you're p-, laying on the floor *t*-1	no	and i do, uh, twenty, uh, leg lifters *ich*-2 on each side 	.	...what is a time...	...what is every time...	...what is the time...
171806:53	well it *exp*-2 will be fun for you to watch up there anyway to see what *t*-1 happens now 0 you,	###you know, uh, victor kiam owned the, uh, the patriots uh, for a period of a number of years###speakera10.###uh-huh.###speakerb11.###and he always had this, uh, this wonderful quality of c-, * being able *-1 to put his foot in his mouth every time 0 he went * to say something *t*-2###and, uh, they've had some financial problems with the team and so forth.###and it recently was sold *-1 to, uh, some other people###so, hopefully, this ownership can set up new direction and, uh, keep, uh, the patriots in the new england area anyways.###speakera12.###yeah.	what	no	yes	what *t*-1 happens now 0 you	no	well it *exp*-2 will be fun for you to watch up there anyway to see  	,	...what is a thing...	...what is every thing...	...what is the thing...
80925:99	we were just, when, when the topic came up *t*-1, we, i was asking my husband right quick, what's the last movies 0 we saw *t*-2 *t*-3.	###it was *?*,###it was actually better than the first one, i thought 0 *t*-1.###speakera17.###good.###speakerb18.###what's the last movie 0 you saw *t*-1 *t*-2?###speakera19.###ghost.###speakerb20.###oh	what	no	yes	what's the last movies 0 we saw *t*-2 *t*-3	no	we were just, when, when the topic came up *t*-1, we, i was asking my husband right quick,  	.	...what is a thing...	...what is every thing...	...what is the thing...
63473:18	but i'm not sure what they do *t*-1 in england now.	###speakerb82.###yeah,###so. i, i think 0 as long as people have a choice, they're going *-1 to stick with the american way.###speakera83.###uh-huh.###speakerb84.###and until we have * to, have *-1 to learn *-2 to think that way, we won't *?*.###speakera85.###yeah.###though we call it the english system,	what	no	yes	what they do *t*-1 in england now	no	but i'm not sure  	.	...what is a thing...	...what is every thing...	...what is the thing...
74772:28	like i said, he didn't know what he was doing *t*-1.	###which###i heard 0 it *exp*-1's a law that you're only allowed *-2 to have three layers of shingles.###is it three or five,### your husband probably knows.###speakerb118.###he probably knows,###i don't know what it is *t*-1 off hand.###speakera119.###well, he's got seven layers of shingles up there,###and he told us 0 it was a completely new roof.	what	no	yes	what he was doing *t*-1	no	like i said, he didn't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
143668:11	i see what year saying *t*-1,	###and, uh, i think 0 certain techniques and technologies will influence all of that as well as research, uh, uh, of the sort that people like me do *t*-3 * looking at theories of behavior and how they can be used *-1 *-1 to improve performance, particularly, uh, accelerate the, the pace of learning *t*-2.###speakerb32.###uh-huh.###speakera33.###and, my feeling is that, uh, those kinds of things will solve the problem eventually.###i don't know what form it will ultimately take *t*-1.###uh, uh, but, i think that the future is pretty bright because people recognize that we're paying an enormous price for, uh, inferior quality when the people involved really aren't inferior *t*-1,###so it must be the way 0 we're managing the process *t*-1 that, uh,###speakerb34.###yeah,	what	no	yes	what year saying *t*-1	no	i see  	,	...what is a thing...	...what is every thing...	...what is the thing...
93851:22	* trying *-1 to think what else i like *-2 to serve *t*-3.	###but a time consuming place.###speakerb36.###speakera37.###yeah,###right,###right,###so.###speakerb38.###* let's see,###what else do we like *-2 to have *t*-1 for,	what	no	yes	what else i like *-2 to serve *t*-3	no	* trying *-1 to think  	.	...what is a thing...	...what is every thing...	...what is the thing...
11649:19	and * to think about how it just changed the whole landscape *t*-1, you know,	###oh, yeah.###speakerb68.###and there were so many of them.###i didn't know that, that many buffaloes alive, much less in one place.###speakera69.###yeah,###really.###speakerb70.###so that was pretty.###speakera71.	how	no	yes	how it just changed the whole landscape *t*-1	no	and * to think about   you know 	,	...what is a way...	...what is every way...	...what is the way...
61188:30	that, isn't that funny how we do *t*-1?	###oh, that's tough.###speakera25.###yeah,###it's really,###gosh,###anyway,###speakerb26.###yeah,###you get very attached to animals, don't you *?*?###speakera27.	how	no	yes	how we do *t*-1	no	that, isn't that funny  	?	...what is a way...	...what is every way...	...what is the way...
102930:13	you know, how they do the plates real fancy with the decorations and then piled the berries and shaved chocolate on top of it *t*-1	###speakera117.###oh.###speakerb118.###and, uh, for dessert we thought 0 we had just stuffed ourselves.###and so we had, they had, uh, like a berry assortment.### it was, it was raspberries and blueberries and, and strawberries on a plate with like a custard on the bottom.###speakera119.###oh.###speakerb120.###and, you know, they did, like the raspberry puree, just kind of like in a, in a decoration on the,	how	no	yes	how they do the plates real fancy with the decorations and then piled the berries and shaved chocolate on top of it *t*-1	no	you know 	,	...what is a way...	...what is every way...	...what is the way...
164554:74	it's, it *exp*-1's a difficult, uh, problem, isn't it *?*, * to determine how you're going *-2 to punish somebody for a particular crime *t*-3, uh,	###speakerb28.###and i don't think that, that rehabilitation is effective.###speakera29.###right.###* have *-1 to agree with you,###and i'm kind of i-, in favor of capital punishment also.###i just don't think that it acts much as a deterrent to these people because, uh, you still see them committing the same crimes,###but, i tend *-1 to agree with you that, uh, we should have it.### i just, i don't know that it's always effective,###but i guess 0 we, uh, we're kind of stuck with it.	how	no	yes	how you're going *-2 to punish somebody for a particular crime *t*-3	no	it's  it *exp*-1's a difficult  uh  problem  isn't it *?*  * to determine   uh 	,	...what is a way...	...what is every way...	...what is the way...
142579:28	now, i asked janice, or somebody recently how you do that *t*-6 uh, when you paint the ceilings *t*-5 you know where you have got that textured stuff, that they have special rollers that *t*-1 are real soft and furry that you paint *t*-3 that with *t*-2 *t*-4.	###well, i painted the outside of my house and one bathroom.###speakerb12.###yeah.###speakera13.###but i get, i have that problem with the the ceiling, you know, the, uh, the blown, blown, ceiling. you know where you get around the edge *t*-1.###speakerb14.###oh yeah.###speakera15.###speakerb16.###well, that is hard.	how	no	yes	how you do that *t*-6 uh, when you paint the ceilings *t*-5 you know where you have got that textured stuff, that they have special rollers that *t*-1 are real soft and furry that you paint *t*-3 that with *t*-2 *t*-4	no	now, i asked janice, or somebody recently  	.	...what is a way...	...what is every way...	...what is the way...
101394:16	i don't see how you eat that *t*-1,	###it's not the one with all the shells and stuff in it, is it *?*?###speakera63.###no,###no.###that's kind of louisiana i think 0 *t*-1 if you do that.###speakerb64.###i don't know what that,###speakera65.###yeah,###speakerb66.	how	no	yes	how you eat that *t*-1	no	i don't see  	,	...what is a way...	...what is every way...	...what is the way...
88984:26	uh, i think 0 i know who you are talking about *t*-1 though.	###uh-huh.###speakerb22.###okay.###speakera23.###he was a blond haired, heavyset alien in cocoon.###speakerb24.###oh, okay.###speakera25.### i don't, i don't know what his name is *t*-1.###speakerb26.	who	no	yes	who you are talking about *t*-1	no	uh, i think 0 i know  though 	.	...who is a person...	...who is every person...	...who is the person...
770:13	do you know who the guy *ich*-3 was *t*-2 that *t*-1 was playing the, uh, the, the wagon driver?	###but i, i don't think 0 he really knew 0 it was going *-1 to be as big as it was *?*.###i think 0 it was something that he really wanted *-2 to do *t*-1.###he wanted *-1 to direct it,###he wanted *-1 to, to star in it.###you know, he, he enjoyed the story line###and i think 0 he just really w-, he really wanted it.###and whether it, whether it won all kinds of awards or whether it just was okay at the box office, i think 0 he would have been happy.###because i think that, i think 0 he did a good job### and, and the self-satisfaction 0 he got *t*-2 out of it is much greater than any awards that they can give *t*-1 him.###speakera51.	who	no	yes	who the guy *ich*-3 was *t*-2 that *t*-1 was playing the, uh, the, the wagon driver	no	do you know  	?	...who is a person...	...who is every person...	...who is the person...
138716:38	but i have been in a situation *ich*-2, uh, recently where i was laid *-1 off from a position as a sales manager of a company and was off work for about a year *t*-3	###speakera26.###you have health insurance?###speakerb27.###yes,###i do.###speakera28.###through your company?###speakerb29.###uh, through my company,###yes.	where	no	yes	where i was laid *-1 off from a position as a sales manager of a company and was off work for about a year *t*-3	no	but i have been in a situation *ich*-2, uh, recentl 	y	...what is a place...	...what is every place...	...what is the place...
173411:17	but uh, not to where she feels different *t*-1,	###speakera43.###well it does, you know.###it really does because i'm a single mom and i have a thirteen year old now###and uh, you know, it does.###speakerb44.###oh, me.###speakera45.###speakerb46.###speakera47.###i mean, we do it to a point	where	no	yes	where she feels different *t*-1	no	but uh  not to  	,	...what is a place...	...what is every place...	...what is the place...
115680:14	it got to where the, tomorrow the boat was still sitting there *t*-1	###speakera53.###but, uh, uh, anyway, it's, it's, it's fun.### i, i do enjoy the lake,###but, uh, once the children were grown *-1,###and we'd go down there###and i'd get the boat out on the, you know, saturday,###and we'd go for a ride and enjoy it so much.###it's such a pretty lake down there.###we'd enjoy it so much###and, i'd say, well, i'm going *-1 to leave the boat out, because, uh, we'll probably do this again tomorrow.	where	no	yes	where the, tomorrow the boat was still sitting there *t*-1	no	it g t t 	o	...what is a place...	...what is every place...	...what is the place...
72628:23	but they do read. uh, where a lot of people don't have any interest in it at all *t*-1,	###i, i read to them a lot.###speakera169.###that's good.###speakerb170.###and, uh, i think 0 they've all developed kind of an interest in reading also.###speakera171.###that's re-,###yeah.###speakerb172.###i'm not saying 0 they read all the right things	where	no	yes	where a lot of people don't have any interest in it at all *t*-1	no	but they do read. uh   	,	...what is a place...	...what is every place...	...what is the place...
57544:27	i was hoping 0 i could remember where all those other things went *t*-1.	###and it was really fairly easy.###* take the grill out and the radiator out###and you can just stand there and work on it.###speakera25.###yeah,###the hardest part about, uh, water pump changes is * getting all the junk off, before you can get too it.###speakerb26.###well that's true.###you're right, you know,###by the time 0 you've finally got down to it *t*-1,	where	no	yes	where all those other things went *t*-1	no	i was hoping 0 i could remember  	.	...what is a place...	...what is every place...	...what is the place...
control_a_tissue	Do you want a tissue?	speakera. Your nose is running. speakerb. Oh yeah I didn't notice. speakera. 	none			Do you want a tissue?				A tissue…?	Every tissue…?	The tissue…?
control_a_napkin	Can I hand you a napkin?	speakera. Oh no! I just spilled my spaghetti down my shirt. speakerb. Oh no.	none			Can I hand you a napkin?				A napkin…?	Every napkin…?	The napkin...?
control_the_book	Did you return the book you borrowed?	speakera. Hey. speakerb. Hey what's up? speakera. I noticed a late fee from the library. 	none			Did you return the book you borrowed?				A book...?	Every book…?	The book...?
control_the_movie	Can you text me the movie schedule?	speakera. What are you doing tonight? speakerb. Nothing what about you? Wanna grab a movie? speakerb. Sure but I don't have wifi right now. 	none			Can you text me the movie schedule?				A movie schedule...?	Every movie schedule…?	The movie schedule...?
control_all_cookies	Did you grab all the cookies?	speakera. It's time to leave for the potluck.The car's almost packed. speakerb. 	none			Did you grab all the cookies?				A cookie...?	Every cookie…?	The cookie...?
control_all_novels	Have you read all her novels?	speakera. I love Octavia Butler she's the best. speakerb. Yeah she's great. speakera.	none			Have you read all her novels?				An novel...?	Every novel…?	The novel...?
