TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
57474:11	i know what you mean *t*-1.	###i haven't gotten really involved in anything, uh, extensive in car repairs in, oh, oh, probably a year or so.###i think 0 the last thing 0 i did *t*-1 of any significance was * change the water pump on an oldsmobile.###speakerb2.###yeah,###i had a similar thing, that i've worked on cars ever since i was, uh, a kid.###and that was some time ago,###but i've gotten to the point where, uh, the newer cars are getting so complicated 0 * to work on *t*-1 that, uh, oh, most of the cars### i buy, i try *-1 to buy as simple a car as possible.###speakera3.###yeah,	what	no	yes	what you mean *t*-1	no	i know  	.	...what is a thing...	...what is every thing...	...what is the thing...
90812:73	and the kid at that age, especially if they're going into undergraduate, it seems like they think 0 they know what they want *t*-1.	###yeah.### so, so, good luck.###i guess 0 we should talk about * giving advice, though.### wh-, what, what type of advice do you think 0 you'd give *t*-1 to a, a parent?###speakerb18.###to a parent?###speakera19.###yeah.###speakerb20.###well, you know, the thing is, 0 when you're a kid *t*-2	what	no	yes	what they want *t*-1	no	and the kid at that age, especially if they're going into undergraduate, it seems like they think 0 they know  	.	...what is a thing...	...what is every thing...	...what is the thing...
35018:14	i know exactly how you feel *t*-1.	###speakera38.###that's right.###speakerb39.###it wasn't creative,### it, it was the worst 0 i've seen *t*-1.###i mean, i have not watched prime time, week night t v, i guess 0 *t*-1 in a real long time because i was shocked.###speakera40.###yeah.###speakerb41.###speakera42.	how	no	yes	exactly how you feel *t*-1	no	i know  	.	...what is a way...	...what is every way...	...what is the way...
42846:17	and he'll tell how he's doing it *t*-1 or, you know, show her the insides or stuff like that.	###speakerb156.###yeah.###speakera157.###so, she's real, she's real good about it.###and, she's never been curious,###speakerb158.###um.###speakera159.###i mean, cause he's always, you know,###if he has them out, *-1 cleaning them, you know, she can be there	how	no	yes	how he's doing it *t*-1	no	and he'll tell  or, you know, show her the insides or stuff like that 	.	...what is a way...	...what is every way...	...what is the way...
14796:18	he goes, hey, how you doing *t*-1,	###speakerb72.###but the guy at the very top, the one who *t*-1's, who *t*-2's really making the millions and the millions is the one who *t*-3 also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis in some other direction, other than on the drug dealing,###speakera73.###yeah.###speakerb74.###because it sure is monstrous in this country.###speakera75.###yeah,### i was, i was at a, at a party on saturday,###and this guy comes over,	how	no	yes	hey, how you doing *t*-1	no	he goes   	,	...what is a way...	...what is every way...	...what is the way...
160971:117	i mean, i just read something that, two thirds or three quarters, i'm not exactly sure of our national debt are, was created *-1 during the reagan bush *ich*-3 era who *t*-2 are suppo-, supposedly fiscally conservative.	###speakerb62.###speakera63.###yeah.###speakerb64.###right,###right,###yeah.###speakera65.###the great communicator,###speakerb66.	who	no	yes	who *t*-2 are suppo-, supposedly fiscally conservative	no	i mean, i just read something that, two thirds or three quarters, i'm not exactly sure of our national debt are, was created *-1 during the reagan bush *ich*-3 era  	.	...who is a person...	...who is every person...	...who is the person...
142032:165	there really isn't much 0 * to say *t*-1 after you know, you, uh, you know, you, you tell the person what, uh, news there, uh, you know, where their, where they find their sources of information from *t*-2	###and then we just talked about, you know, whatever, i mean.###speakera96.###uh-huh.###speakerb97.###speakera98.###interesting.###yeah.###speakerb99.###you know, i mean, some topics,###really now, you know, now, this topic, this is, i mean,	where	no	yes	what, uh, news there, uh, you know, where their, where they find their sources of information from *t*-2	no	there really is 't much 0 * to say *t*-1 after you k ow, you, uh, you k ow, you, you tell the perso 	n	...what is a place...	...what is every place...	...what is the place...
176617:66	because it, you know, uh, like, there was an incident *ich*-1 several years ago where an amtrak engineer mumblex you know	### after, i guess a few years after i had started with them they made it *exp*-1 a condition of employment that you pass a drug test.###speakera4.###yes.###speakerb5.###uh, i, i don't know.###my feeling is that certain jobs that when there's immediate threat to life and limb, uh, if should somebody be under the influence of drugs *t*-1, i, i'd be willing *-2 to support that.###for example, uh, uh, well, uh, uh, train engineers.###speakera6.###yeah.###speakerb7.	where	no	yes	where an amtrak engineer mumblex you know	no	because it, y u kn w, uh, like, there was an incident *ich*-1 several years ag 	o	...what is a place...	...what is every place...	...what is the place...
132641:45	so that's a lot of the games that politicians play *t*-1 on where they want *-2 to go *t*-4, you know, *-3 tax things that they don't, you know, to a degree,	###right.###speakera31.###speakerb32.###right.###speakera33.###now, i don't know if that's true or not,###but if you look on all interest things, not just credit cards, but on your cars and, you know, a-, any kind of interest that you're paying *t*-1, from a personal point of view, that might make certain sense in * stimulating consumer purchasers.###speakerb34.###sure.###speakera35.	where	no	yes	where they want *-2 to go *t*-4	no	so that's a lot of the games that politicians play *t*-1 on   you know  *-3 tax things that they don't  you know  to a degree 	,	...what is a place...	...what is every place...	...what is the place...
112590:32	one of the girls she was leaving hers at where she felt like *t*-1 was a really good place,	###i wish 0 i could find someplace 0 i really felt good about *t*-1.###you know?###speakerb80.###uh-huh.###speakera81.###most of them don't really feel that it's a great place 0 * to leave their kids *t*-1.###speakerb82.###that is sad.###speakera83.###and it's really bad, you know.	where	no	yes	where she felt like *t*-1 was a really good place	no	one of the girls she was leaving hers at  	,	...what is a place...	...what is every place...	...what is the place...
control_a_tissue	Do you want a tissue?	speakera. Your nose is running. speakerb. Oh yeah I didn't notice. speakera. 	none			Do you want a tissue?				A tissue…?	Every tissue…?	The tissue…?
control_a_napkin	Can I hand you a napkin?	speakera. Oh no! I just spilled my spaghetti down my shirt. speakerb. Oh no.	none			Can I hand you a napkin?				A napkin…?	Every napkin…?	The napkin...?
control_the_book	Did you return the book you borrowed?	speakera. Hey. speakerb. Hey what's up? speakera. I noticed a late fee from the library. 	none			Did you return the book you borrowed?				A book...?	Every book…?	The book...?
control_the_movie	Can you text me the movie schedule?	speakera. What are you doing tonight? speakerb. Nothing what about you? Wanna grab a movie? speakerb. Sure but I don't have wifi right now. 	none			Can you text me the movie schedule?				A movie schedule...?	Every movie schedule…?	The movie schedule...?
control_all_cookies	Did you grab all the cookies?	speakera. It's time to leave for the potluck.The car's almost packed. speakerb. 	none			Did you grab all the cookies?				A cookie...?	Every cookie…?	The cookie...?
control_all_novels	Have you read all her novels?	speakera. I love Octavia Butler she's the best. speakerb. Yeah she's great. speakera.	none			Have you read all her novels?				An novel...?	Every novel…?	The novel...?
