TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
15207:85	well, i mean, in that respect a lot of people join the military *-1 to, to grow up and to decide what they want *-2 to do *t*-3,	###uh, it's, it's really for the community * to give, you know, * to, to give back to the community type of thing.###speakera57.###mumblex.###speakerb58.###i don't know,### it's for, i think, 0 at the same it's for some people * to, you know, help them grow in other areas,###speakera59.###kind of like * joining the military.###speakerb60.###speakera61.	what	no	yes	what they want *-2 to do *t*-3	no	well  i mean  in that respect a lot of people join the military *-1 to  to grow up and to decide  	,	...what is a thing...	...what is every thing...	...what is the thing...
70054:26	well, i sure appreciate *-2 hearing how things are going *t*-1 in texas	###maybe we can send you some.###speakerb144.###yeah.###because we could sure use it.###well, you think 0 that takes care of the time###and,###speakera145.###i think 0 that will do it.###speakerb146.###okay.	how	no	yes	how things are going *t*-1 in texas	no	well, i sure appreciate *-2 hearin 	g	...what is a way...	...what is every way...	...what is the way...
41708:24	because they were not that careful in how they handled themselves in those mini skirts *t*-1.	###again maybe because i was at the school, there were still many teachers who *t*-2 wore mini skirts,###speakerb63.###uh-huh.###speakera64.###uh, we had no regulation against it###and a lot of the kids did of course,###and it could be very embarrassing for the men teachers.###speakerb65.###right.###speakera66.	how	no	yes	how they handled themselves in those mini skirts *t*-1	no	because they were not that careful in  	.	...what is a way...	...what is every way...	...what is the way...
133606:16	i'm not sure how i feel *t*-3 about *-2 paying on the quest, the long term quests that tax cuts are worth *t*-1 at this point.	###it see-, seems like it's, it's a kind of a catch twenty-two.###i mean, it's, it's the, um,###my understanding is 0 what they're try-, what, what supposedly they're trying *-1 to do *t*-3 by *-4 reducing taxes is * to kind of jump start the economy, the idea being that if people have *-2 to pay less money in taxes, they'll have more money 0 * to spend *t*-5, uh,###and if they have more money 0 * to spend *t*-1, then that will be a spur to productivity, particularly commercial productivity, uh, which in turn *t*-2 will generate revenue.###but it, it seems like, like, uh, it's sort of a, uh, a sp-, an unending spiral,###and it, it, it, uh,### i'm, i'm not sure that there's any real genuine truth to the, uh, the idea that, that, uh, that * decreasing taxes, particularly the kinds that *t*-1 are being recommended *-2 bye-bye the bush administration and things like capital gains taxes and so forth is going *-4 to, uh, result in substantial amounts of money, you know, 0 for consumers to spend *t*-3.###and, uh,###speakera18.###yeah,	how	no	yes	how i feel *t*-3 about *-2 paying on the quest, the long term quests that tax cuts are worth *t*-1	no	i'm not sure  at this point 	.	...what is a way...	...what is every way...	...what is the way...
50444:42	i mean * looks who *t*-2's, looks who *t*-1's getting the engineering degrees and the, the math and the science and everything.	###speakerb124.###and, uh, it, it, it bites us over and over again, the, the, the,###speakera125.###yeah,###and until we, until we start *-1 changing our educational system, i mean we're, we're going *-2 to be, we're,###we've already been overtaken *-1,###but it's going *-1 to get even worse later.###speakerb126.###uh-huh.###speakera127.	who	no	yes	who *t*-1's getting the engineering degrees and the, the math and the science and everything	no	i mean * looks who *t*-2's, looks  	.	...who is a person...	...who is every person...	...who is the person...
122460:85	e-, e-, maybe they should sit back and, and kind of, uh, decide on where the money's best spent *-1 *t*-2.	###speakerb42.###where maybe a physics professor,### he, my professor was a physics professor###and he said 0 a lot of teachers teaching physics today *ich*-1 have no background of physics at the high school level.###so therefore, they're teaching from a teacher's point of view and not from a physicist point of view.###and that causes a lot of trouble.###speakera43.###right.###yeah.###i don't know,	where	no	yes	where the money's best spent *-1 *t*-2	no	e-, e-, maybe they should sit back and, and kind of, uh, decide on  	.	...what is a place...	...what is every place...	...what is the place...
157662:112	well, the people 0 i know *t*-1 who *t*-2 have served have said that usually what *t*-3 ends up *-4 happening is that, you know, after initially * finding out where people stand *t*-5, that the whole deliberation usually results, if there is a, you know, something like a nine, three or, or more severe and, and the people in the majority trying *-6 to convince the minority that they're right	###but i've never actually even made it into the, the jury box. and, because there have always been a number of people###speakera14.###oh.###speakerb15.### and, and i've never gotten up there *-1 to answer any of the questions.###uh, i,###yeah,###i also think 0 that would be really good.###i,###speakera16.	where	no	yes	where people stand *t*-5	no	well,  he people 0 i know * *-1 who * *-2 have served have said  ha  usually wha  * *-3 ends up *-4 happening is  ha , you know, af er ini ially * finding ou  ,  ha   he whole delibera ion usually resul s, if  here is a, you know, some hing like a nine,  hree or, or more severe and, and  he people in  he majori y  rying *-6  o convince  he minori y  ha   hey're righ 	t	...what is a place...	...what is every place...	...what is the place...
control_a_tissue	Do you want a tissue?	speakera. Your nose is running. speakerb. Oh yeah I didn't notice. speakera. 	none			Do you want a tissue?				A tissue…?	Every tissue…?	The tissue…?
control_a_napkin	Can I hand you a napkin?	speakera. Oh no! I just spilled my spaghetti down my shirt. speakerb. Oh no.	none			Can I hand you a napkin?				A napkin…?	Every napkin…?	The napkin...?
control_the_book	Did you return the book you borrowed?	speakera. Hey. speakerb. Hey what's up? speakera. I noticed a late fee from the library. 	none			Did you return the book you borrowed?				A book...?	Every book…?	The book...?
control_the_movie	Can you text me the movie schedule?	speakera. What are you doing tonight? speakerb. Nothing what about you? Wanna grab a movie? speakerb. Sure but I don't have wifi right now. 	none			Can you text me the movie schedule?				A movie schedule...?	Every movie schedule…?	The movie schedule...?
control_all_cookies	Did you grab all the cookies?	speakera. It's time to leave for the potluck.The car's almost packed. speakerb. 	none			Did you grab all the cookies?				A cookie...?	Every cookie…?	The cookie...?
control_all_novels	Have you read all her novels?	speakera. I love Octavia Butler she's the best. speakerb. Yeah she's great. speakera.	none			Have you read all her novels?				An novel...?	Every novel…?	The novel...?
