TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
35197:11	you know what i did *t*-1.	###but what do you, where do you do you get that come-.###speakera108.###well yeah.###speakerb109.###you don't have cable now,###i was going *-1 to say 0 they have a comedy channel now.###but again you're in a situation where you're watching mostly, uh, commercials *t*-1,###and then you're, you know, trying *-1 to pass the time *-2 to wait until the next comedian comes up.###speakera110.###speakerb111.	what	no	yes	what i did *t*-1	no	you know  	.	...what is a thing...	...what is every thing...	...what is the thing...
102732:33	i know right away what we, what we want *t*-1.	###speakerb38.###and, my husband really likes their ribs.###so it's hysterical.###we go in###and we sit there for an hour *-1 waiting *-2 to get in###and then we get there###and we don't even look at the menu.###speakera39.###you know right away what you want *t*-1.###speakerb40.	what	no	yes	what we, what we want *t*-1	no	i know right away  	.	...what is a thing...	...what is every thing...	...what is the thing...
104836:81	it's, uh, it *exp*-2's a scary thing * to know that, uh, you just don't know what people are doing *t*-1 uh, before they go to work.	###uh, i don't either.### i, uh, i've never,###i don't work,###at home right now.###i stay home with my children.###uh, but my husband works###and they do have that at his place of employment###and neither of us have a problem with it.###we've,###particularly, like you said with the things that the airlines and, and such.	what	no	yes	what people are doing *t*-1 uh, before they go to work	no	it's, uh, it *exp*-2's a scary thing * to know that, uh, you just don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
138852:21	uh, i don't remember what they call it *t*-1, sort of like a positive, negatives or some, some kind of word 0 they use *t*-2 when a, uh, you get a, uh, a positive indication of drugs *t*-3, but there's not really, there weren't really any there *t*-3.	###speakera8.###same sort of problem that *t*-1 happens sometimes is these, some of these, uh, like aids tests and such.###speakerb9.###okay.###speakera10.###speakerb11.###uh-huh,###yeah,###that's right,###i have heard,	what	no	yes	what they call it *t*-1	no	uh, i don't remember , sort of like a positive, negatives or some, some kind of word 0 they use *t*-2 when a, uh, you get a, uh, a positive indication of drugs *t*-3, but there's not really, there weren't really any there *t*-3 	.	...what is a thing...	...what is every thing...	...what is the thing...
40818:11	she knows what she's doing *t*-1,	###and, she's got two day cares within like three blocks of each other.###speakera225.###no kidding.###speakerb226.###yes,###so it's,###speakera227.###she knows something right, that she mumblex###and,###speakerb228.	what	no	yes	what she's doing *t*-1	no	she knows  	,	...what is a thing...	...what is every thing...	...what is the thing...
165067:11	i know what they're learning *t*-1	###speakera43.###huh?###speakerb44.###why is that *t*-1?###speakera45.###why you asking *t*-1,###speakerb46.###speakera47.### you j-, they just don't,### i mean, i mean, i'm, i'm up there at my kids' school,	what	no	yes	what they're learning *t*-1	no	i kno 	w	...what is a thing...	...what is every thing...	...what is the thing...
92277:16	i don't know what *t*-1's going *-2 to ha-,	###oh.###speakerb14.###those are the two 0 i like *t*-1 the best.###speakera15.###oh, two 0 they're going *-1 to change *t*-2.###well, one they're taking *t*-1, off.###speakerb16.###i know.###it's going *-1 to be history, i know 0 *t*-2.###speakera17.	what	no	yes	what *t*-1's going *-2 to ha-	no	i don't know  	,	...what is a thing...	...what is every thing...	...what is the thing...
31253:16	and she told me what she had requested *t*-1.	###mine didn't, did not fall into the gifted category.###speakera70.###oh, * don't say that.###speakerb71.###nope.###and i would never had said so either.###uh, but, uh, they managed *-1 to get through, although not always with flying colors.###uh, in fact, one of the incidents 0 i was thinking of *t*-1 that my son had *t*-2. uh, he was struggling with senior english###and i had a meeting with the, uh, vice principal and the english instructor,###and, uh, she showed me a paper that he had just handed *t*-1 in.	what	no	yes	what she had requested *t*-1	no	and she told me  	.	...what is a thing...	...what is every thing...	...what is the thing...
171717:16	i don't know what a shoe company's doing *t*-1 *-2 running a computer company.	###uh-huh.###yeah,###you're the first, you know, uh,###my next door neighbor just lost his job. in a, you know, one of these, uh,###speakerb40.###oh, my lord.###speakera41.###his company went broke. i mean went, you know, bankrupt.###actually, it was a subsidiary of a, of an outfit called * u s shoe or something.### i-, i-, it was a computer subsidiary.	what	no	yes	what a shoe company's doing *t*-1 *-2 running a computer company	no	i don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
74716:16	he didn't know what he was doing *t*-1,	###speakera97.###he put new wiring in,###it's all new wiring up in the attic, or i guess crawl space,###speakerb98.###uh-huh.###speakera99.###speakerb100.###uh-huh.###speakera101.###but, uh, oh, no,	what	no	yes	what he was doing *t*-1	no	he didn't know  	,	...what is a thing...	...what is every thing...	...what is the thing...
65458:16	and they're saying how there's going *-1 to be a lot more parking for the stadium *t*-2.	###but we're getting a new stadium next year###so,###speakerb132.###oh, so it'll go up.###speakera133.###yeah,###it'll go up.###and, if it opens.###it's, uh, something 0 we're really irritated about *t*-1 around here. or some people are really irritated about *t*-1.### they're, they're building this new sta-, they built the new stadium downtown.	how	no	yes	how there's going *-1 to be a lot more parking for the stadium *t*-2	no	and they're saying  	.	...what is a way...	...what is every way...	...what is the way...
155415:27	we're trying *-1 to think of how * to put away some savings and stuff like that *t*-2	###yeah,###that's sort of a problem.###speakera9.###yeah,###so uh, what do yo-,###speakerb10.### we're trying, we're trying *-1 to, uh,###so far we are in the clear credit wise###but, uh, the other side of it is,###so, not much on that side of it 0 * to add *t*-1 to it.	how	no	yes	how * to put away some savings and stuff like that *t*-2	no	we're trying *-1 to think o 	f	...what is a way...	...what is every way...	...what is the way...
80490:38	well i'd say * tackle one project first and see how it goes *t*-1	###well i, i've also been *-4 thinking about, after * looking at all these magazines, um, these design magazines and stuff, i'm thinking about maybe *-1 painting the bedroom walls too, in a color that *t*-2 will kind of, um, tie in our, um, our, um, our, uh, comforter, with a color that *t*-3's kind of a, um, burgundy and green and yellow and blue and beige floral design.###speakera67.###uh-huh.###speakerb68.###speakera69.###uh-huh.###speakerb70.###um, and i'm not really quite sure,###i don't know if maybe i'm biting off more than i can chew *?*.###speakera71.	how	no	yes	how it goes *t*-1	no	w ll i'd say * tackl  on  proj ct first and s  	e	...what is a way...	...what is every way...	...what is the way...
43525:11	you wonder how in the world they ever got them to do some of these things *t*-1.	###speakera78.###oh, you're right.###i haven't *?*.###speakerb79.###oh, that is, that is the most precious movie.###it has, w-, to see it on the big screen because it's just the most gorgeous nature scenes 0 you've ever seen *t*-1 in your life.###and it's all this,###it's the story of this little cat and dog###and it's not like cutesy.### it's just, uh, it's just so realistic. everything 0 they do *t*-1.	how	no	yes	how in the world they ever got them to do some of these things *t*-1	no	you wonder  	.	...what is a way...	...what is every way...	...what is the way...
153578:48	that kind of i mean it just makes you wonder how people get guns *t*-1.	###speakera79.###um.###speakerb80.###so. well, uh, did you hear about that killeen massacre or whatever?###speakera81.###yeah,### the, did it happen at a cafeteria or something?###speakerb82.###yeah,###right.	how	no	yes	how people get guns *t*-1	no	that kind of i mean it just makes you wonder  	.	...what is a way...	...what is every way...	...what is the way...
138694:42	and yet, i don't think 0 we've ever quite decided who *t*-1's really supposed *-2 to pay for it.	###speakera16.###well, it *exp*-1's been interesting that we,###speakerb17.###extremely expensive, though.###speakera18.###yes.###so we live in a society *ich*-2, though, where everyone if you ask them on polls, will, uh, say that they think that everyone has a right to health care *t*-1.###speakerb19.###uh-huh.###speakera20.	who	no	yes	who *t*-1's really supposed *-2 to pay for it	no	and yet, i don't think 0 we've ever quite decided  	.	...who is a person...	...who is every person...	...who is the person...
63673:21	and they put them right near where they have the time cards *t*-1.	###so it's getting people clean out their closets and such.###speakera29.###uh-huh.###speakerb30.###and then like, the week before that, they said * go through your cupboards and any food that *t*-1 is still good, * bring it in###and they brought it down to the shelters.###and, they have, one, two, they have three, i think, that i know of *t*-1 for cans for people 0 *t*-2 have pop,###speakera31.###uh-huh.###speakerb32.	where	no	yes	where they have the time cards *t*-1	no	and they put them right near  	.	...what is a place...	...what is every place...	...what is the place...
123739:91	and, uh, and, uh, she's, uh, she just started a new job at a different hospital, closer to where she lives *t*-1	###and she's worked that for, oh, years, when i was small *t*-1.###speakera65.###um.###speakerb66.###uh, i guess probably going on twenty years now.###speakera67.###wow.###speakerb68.###and she really enjoys it.###she likes the quiet that you have *t*-1 at that time of the night	where	no	yes	where she lives *t*-1	no	and, uh, and, uh, she's, uh, she just started a new j b at a different h spital, cl ser t 	o	...what is a place...	...what is every place...	...what is the place...
23687:60	i've had, i've had that meal *ich*-2 in new york, uh, where they bring you a plank, sort of, with all this wonderful beef parts of beef, cooked and barbecued * *t*-1	###speakerb9.###so it's, uh, bishu,###like every sunday you go out,###and you buy all these parts of the cow,###and then you just cook them over a grill.###that's,###like, in our house, it's already built *-1 in.###there's this whole special place in the back###so you can make a barbecue.###speakera10.	where	no	yes	where they bring you a plank, sort of, with all this wonderful beef parts of beef, cooked and barbecued * *t*-1	no	i've had  i've had that meal *ich*-2 in new york  uh 	,	...what is a place...	...what is every place...	...what is the place...
111111:22	well, texas has gotten to where it's a real problem as far as plants, because our summers are so terribly hot *t*-1	###speakerb51.###he waits until it gets about seventeen below up here###and then he calls us,###speakera52.###oh, my gosh.###speakerb53.###yeah###it's seventy degrees here in the sunshine.###so.###speakera54.	where	no	yes	where it's a real problem as far as plants, because our summers are so terribly hot *t*-1	no	well, texas has g tten t 	o	...what is a place...	...what is every place...	...what is the place...
control_a_tissue	Do you want a tissue?	speakera. Your nose is running. speakerb. Oh yeah I didn't notice. speakera. 	none			Do you want a tissue?				A tissue…?	Every tissue…?	The tissue…?
control_a_napkin	Can I hand you a napkin?	speakera. Oh no! I just spilled my spaghetti down my shirt. speakerb. Oh no.	none			Can I hand you a napkin?				A napkin…?	Every napkin…?	The napkin...?
control_the_book	Did you return the book you borrowed?	speakera. Hey. speakerb. Hey what's up? speakera. I noticed a late fee from the library. 	none			Did you return the book you borrowed?				A book...?	Every book…?	The book...?
control_the_movie	Can you text me the movie schedule?	speakera. What are you doing tonight? speakerb. Nothing what about you? Wanna grab a movie? speakerb. Sure but I don't have wifi right now. 	none			Can you text me the movie schedule?				A movie schedule...?	Every movie schedule…?	The movie schedule...?
control_all_cookies	Did you grab all the cookies?	speakera. It's time to leave for the potluck.The car's almost packed. speakerb. 	none			Did you grab all the cookies?				A cookie...?	Every cookie…?	The cookie...?
control_all_novels	Have you read all her novels?	speakera. I love Octavia Butler she's the best. speakerb. Yeah she's great. speakera.	none			Have you read all her novels?				An novel...?	Every novel…?	The novel...?
